,작성일,작성자,제목,내용
1181,2019-04-26,1230.97,,우리의 권리는 우리에게 우리의 권리를 찾을 의무도 그럴 권리도 우리에게 있음을 알기에 간호사 간호법 간호학과
1180,2019-04-26,yoonju.choi,,간호사 간호조무사 업무 분장 법제화 하라. 청원 링크는 제 프로필에 있습니다. 청원 동의 부탁 드립니다. 꼭 이 청원을 널리 알려 주시고 국민의 건강을 위해 안전한 간호가 제공될 수 있도록 힘을 보태 주십시오. 현재 제대로 된 간호사 한 명을 길러내지도 못하는 임상교육 현실에서 간호조무사가 간호사의 일을 버젓이 하는 것은 악습이며 폐단입니다. 경운기를 몰 수 있다고 해서 대형중장비를 운전할 수 없습니다. 간호사의 업무는 반드시 간호대학을 졸업하여 국가고시에 합격하여 자격 이 아닌 면허 를 취득한 자들만이 해야 합니다. 간호조무사가 간호사를 대체할 수 없습니다. 그러므로 간호사와 간호조무사의 업무가 정확히 법적으로 구분되어야 합니다. 대한민국 국민 모두 누구나 질병에 이환되면 병원에서 치료와 간호를 받습니다. 이 사안은 그다지 멀기만 하고 나와는 상관없는 일이 결코 아닙니다. 나와 내 가족과 내가 사랑하는 사람들의 안전과 귀한 생명이 직결되는 중한 문제입니다. 변화의 시작에 동참해 주세요. 간호사 간호조무사 업무분장 법제화 국회 청와대 국민청원 간호대학 간호학과 간호학생 학생간호사 간호교육 간호실습 간호법 의료인 국가고시 면허 대한간호협회 널스타그램 간호스타그램 간호사그램
1179,2019-04-26,yoonju.choi,,청원해 주시고 간호계의 변화를 위해 일해 주시고 계신 선생님 진심으로 감사 드립니다. 응원합니다 간호사 간호조무사 업무분장 법제화 국회 청와대 국민청원 간호대학 간호학과 간호학생 학생간호사 간호교육 간호실습 간호법 의료인 국가고시 면허 대한간호협회 널스타그램 간호스타그램 간호사그램 널스스토리
1182,2019-04-26,h.s__s.1,,호선이가 많이 작아졌어요 고슴도치 신경계마비 간호법 많이 찾아보고있는데 팁 아시는분 공유 부탁드려요
1178,2019-04-26,yoonju.choi,,선생님 감사합니다. 선생님께서도 정말 이 간호계에 귀한 희망이십니다. 미안하게 생각하지 않으셔도 돼요. 지금 해 주시는 일들도 너무너무 감사하고 또 감사합니다. 저도 병원에 입사하여 부조리에 묵인하지 않고 적극적으로 활동해 나가겠습니다. 선생님의 그 마음을 이어서 신규간호사 처우 학생 실습 교육 개선 등 앞으로 해야 할 일이 많지만 차근차근 변화를 위해 나아가겠습니다. 지금 이 다짐과 결심 잃지 않겠습니다. 감사하고 존경합니다. 전국의 간호대학생 여러분 우리가 희망입니다 더이상 참고 묵인하지 말고 변화를 향하여 힘찬 발걸음으로 나아갑시다. 우리 모두가 힘을 합치면 이룰 수 있어요 이 청원을 시작으로 모두 관심을 갖고 간호계가 나아갈 방향을 인지하고 변화를 향한 시도들에 적극적으로 임해 주세요. 간호사 처우 개선을 향한 모든 따뜻한 시선과 관심 감사합니다. 간호사 간호조무사 업무분장 법제화 국회 청와대 국민청원 간호대학 간호학과 간호학생 학생간호사 간호교육 간호실습 간호법 의료인 국가고시 면허 대한간호협회 널스타그램 간호스타그램 간호사그램 신규간호사 널스스토리
1177,2019-04-28,yoonju.choi,,요즘은 구체적인 비전이 잡히면서 유학에 대한 새로운 마음이 싹튼다. 아마 임상 하면서 석사까지는 한국에서 하고 돈 빡세게 모으고 준비해서 컬럼비아 간호대학원 를 지원해 보고 싶다. 내 꿈을 향한 투자에 쓰이는 돈은 아깝지 않더라. 돈이야 따라 올 테니 부족하면 벌어서 갚을 테다. 미국 유학에는 임상경력 학점 장학금 수혜 내역 토플 봉사활동 에세이 어학연수경험 등이 중요한데 그래도 학교 다니면서 성적이랑 장학금 수혜는 해둬서 다행이다. 내가 아마 병원 취업이 아니라 이거 때문에 미친 듯이 공부했나 싶기도 하다. 그전엔 미국간호사 생각이 없으니 영어 중요성도 딱히 안 와닿았는데 영어 공부를 하고픈 마음이 신기하게도 샘솟는다. 반드시 졸업하고 영어공부를 병행하리라 하는 다짐을 세웠다. 토플 100점이 아직 멀리 있지만 난 말하면 해내는 사람이니까 된다. 늘 다짐대로 살았다. 파이팅. 반드시 적어도 박사는 유학하고 한국에 들어와서 신경림 대한간호협회 회장님처럼 한국 간호에 기여할 수 있는 사람이 되고 싶다. 나는 죽기 전에 간호법 제정되는 거 보고 죽을 것이다. 그전엔 눈 못감아요 하나님. 아멘
344,2019-04-30,jnanavapi,,간호사와 간호보조인력의 업무구분을 없애겠다고 당시 새누리당 신경림 신경림의원 이하 간협 은 간호법 혹은 간호법제정 했다고 그렇게나 자랑을 하시길래 도대체 내용이 뭐냐 하고 계속 공개 요청해도 묵묵부답이더니... 역시 내용이 이런거였군 대한간호협회 는 간호사 를 대변하는게 아니고 간호보조인력을 대변하는 곳이 확실하신 듯
1176,2019-04-30,jnanavapi,,신경림 신견림의원 및 대한간호협회 는 간호조무사경력상승제 간호조무학과설립 등에 대해 일반 간호사들이 반대운동을 할때 항상 하는 말이 간호법 간호법제정 이면 이 모든 것을 해결할 수 있으니 너네는 가만히 있어라 였다... 근데 결과는 이거다. 의료법에서 더 발전된건 하나도 없고 오히려 원안을 찾아보면 우리 권한을 더 뺐길 수 있게 되어있다. 정말 대단하신 분들이다. 존경합니다. 간호사가 아닌 다른 직역을 위해 힘쓰시는 간협 존경합니다
1175,2019-05-02,byeongho8437,,간호법제정으로 보건의료시스템 혁신주도 제7회 경산시 간호사협회 정기총회 및 학술강연에 참석하여 정태련회장님외 임원 및회원여러분들께 인사드렸습니다. 이시간 나이팅게일 이 생각났습니다. 사명감으로 봉사 헌신하시는 백의의 천사들을 만났습니다. 삶을 지향하는 방법은 다를순 있지만 지역사랑 만큼은 같은 방향임을 생각해봤습니다. 협회의 건승을 기원드립니다. 더나아감에 저도 함께 노력하겠습니다.
1174,2019-05-09,yoonju.choi,,간호학에 보건교사 교직이수까지 쉴 틈 없이 달려온 나의 4년. 내년 2월이 되면 대학 졸업이 아니라 출소하는 기분일 거 같다. 아마 졸업식 날 교수님들 보면 진짜 지난 시간 동안 함께 달려 온 기억들 때문에 오열할 거 같다. 각별하게 애정을 쏟아 주신 지도교수님께도 너무나 감사 드리고 지쳐 쓰러지고 넘어질 때마다 늘 교수님들의 애정어린 관심과 도움의 손길이 있었기에 여기까지 올 수 있었다. 학사과정은 간호학의 입문이었지만 난 그 시작에 내 20대 초반을 모두 바쳤고 앞으로 남은 인생도 이 학문에 바쳐 간호계에 최윤주 이름 석 자 새길 만한 사람이 되고 싶다. 간호계는 아직 풀어나가야 할 숙제들이 너무나도 많다. 그래서 난 내가 앞으로도 해나갈 일들이 많음에 진심으로 기쁘고 감사하다. 임상 안에서도 더 깊은 배움의 길에서도 늘 마음 깊은 곳에 들끓는 간호학에 대한 사랑으로 나아가고 싶다. 간호사의 지위 향상과 간호법 제정을 위하여 나와 같은 뜻을 향하는 멋진 간호인들이 많아지기를 염원한다. 그리고 비록 인스타그램 안에서지만 지난 몇년간 나의 이 길을 늘 관심어린 시선으로 바라봐 주시고 지지하고 응원해 주신 팔로워분들께도 진심으로 감사하다. 인스타그램을 운영하면서 나에 대한 오해를 가지는 사람들도 있었지만 그럼에도 불구하고 내 곁을 든든하게 지켜 주시는 분들이 계심에 늘 힘이 난다. 여러분 감사하고 사랑합니다. 앞으로도 누군가의 꿈이 되고 넘치는 동기 부여와 힘을 드리는 모습 보여 드리겠습니다. 앞으로도 저와 함께해 주세요 늘. 대전과학기술대학교 간호학과 4학년 회고 감사의글 보건교사 교직이수 간호학생 학생간호사 널스타그램 교생스타그램 간호사 간호사그램 간호학 성적증명서 학점 성적표
343,2019-05-15,hija._.v,,내가 더 좋은 간호사로 발전하기 위한 발판이 되며 우리나라 모든 국민들이 의료행위와 간호행위를 받을때 좀 더 안전하고 질높은 의료행위와 간호를 받기 위해서라도 간호법이 마련되어야한다고 생각한다. 전세계 국가중 간호법이 제정되지 않은 나라는 우리나라뿐이라고 한다. 모든 사람들이 많은 관심을 가져야되며 무관심은 결국 우리에게 어떤 형태로 돌아오게 된다. 몇달뒤면 나도 간호사라는 이름으로 취직을 하게되며 많은 책임이 나에게 주어지게된다. 간호사도 법의 보호를 받으며 일을 할 수 있었으면 하는 날이 빨리 왔으면 좋겠다. . . 23 간호학과 4학년 국민청원 많은관심부탁드려요 간호법제정을소망합니다 간호사 널스타그램 밑에링크있어요 전남 경남 광주 부산 1. . . 579747 2 9 7 86 0 2 9
1173,2019-05-16,eunhoe_moon,,아 나 왜이러니 이거 몰카양 애들앙 오랜만에 신나게 매 순간을 즐기고 성실히 임하라 . . 국제간호사의날 대전간호사들 축제 간호사그램 간호법제정 문스타그램 붉은노을
1172,2019-05-17,yoonju.choi,,190517 인스타 라이브 시청해 주셔서 감사합니다 여러분 사랑합니다 오늘 라이브에 띄운 음악은 음원 사이트와 사운드 클라우드에서 들어 보실 수 있습니다 간호학과 민낯 쌩얼 인스타라이브 인스타방송 라이브방송 간호학생 학생간호사 널스타그램 대한간호협회 간호법 간호사 간호사그램 간호스타그램 좋아요 팔로우
1171,2019-05-18,yoonju.choi,,최윤주라는 사람의 그릇이 가득 채워질 때까지 함께 지켜봐 주세요 우리 같이 가요 감사합니다 간호학과 민낯 쌩얼 인스타라이브 인스타방송 라이브방송 간호학생 학생간호사 널스타그램 대한간호협회 간호법 간호사 간호사그램 간호스타그램 좋아요 팔로우
1170,2019-05-22,100doci,,. 이 책이 현재 임상에 계신 많은 분들 간호사가 꿈인 분들에게 힘이자 자극제가 되었으면 합니다. 늘 응원하고 감사합니다 신규 간호사로 첫 발돋움하는 올해 선생님의 에너지를 받아 힘차게 나가겠습니다 제 인생의 멘토 김리연 선생님을 응원합니다 많은 간호사들이 기다린 간호사라서 다행이야 김리연 작가님의 신작 나는꿈꾸는간호사입니다 동료 간호사들의 기대와 극찬 그리고 꿈을 함께 살펴보지 않을래요 간호법 제정과 처우 개선에 대한 김리연 작가의 소망과 미국 간호사 생활의 장점과 의료 시스템까지 오직 나는 꿈꾸는 간호사입니다 에서 만나요 바로 오늘부터 우리 함께 꿈꿔요
1169,2019-05-25,chloe_bychloe,,이렇게나 자주 많이 병원을 들락날락 하게 될 줄 전혀 몰랐던 5년 전에는 간호사 선생님들에 대해 관심도 없었는데. 입원을 밥 먹듯 하며 환자로서 알게 된 그들의 노고와 자연스레 형성되었던 친밀감과 유대감에 막연하게 좋아하고 감사하고 존경해왔던.. 간호사라는 직업을 가진 사람들. 그냥 그들의 뒷이야기가 궁금해서 선택해 본 에세이였는데 굉장히 후루룩 잘 읽히고 관심이 있어서인지 나로선 더 재밌었다. 이미 병원에서 많이 보다보니 알고 있는 내용들도 있었지만 더더욱 자세히 알게 된 간호사의 참모습과 직업정신 그리고 나쁜 관행 태움.. 어느 직업이나 힘든 점과 고충은 있기 마련이지만 태움 은 정말 사라져야지. 간호사 선생님들을 아가씨 어이 저기 야 등으로 부르는 막되먹고 무식한 사람들도 없어져야지. 할 말은 많지만 줄이고 어쨌든 간만에 책 읽는데 넘 술술 잘 읽혀져서 좋았던 느낌이네. 간호사 쌤들한테도 다시 한 번 감사하며 꿈을 위해 몸이 세 개라도 모자랄 만큼 열심히 사는 저자를 보며 힘도 받으며 기분 좋게 책을 덮었다. 독서 책스타그램 나는꿈꾸는간호사입니다 김리연 간호사라서다행이야 책추천 에세이 에세이추천 꿈자극 독서스타그램 북스타그램 책리뷰 독후감 글스타그램 간호사 간호사선생님 화이팅 존경합니다 간호법제정 원해요
1168,2019-05-26,milkygirl25,,책리뷰 나는꿈꾸는간호사입니다 김리연 에세이 전작 간호사라서 다행이야 이후 4년만에 신작을 발표한 저자는 제주전문대 출신 간호학생에서 뉴욕 대학병원의 항암 전문가로 성장했다. 이책에서는 현직간호사로서 직접겪은 다양한 경험담을 선배언니처럼 조근조근 진솔하고 생생하게 들려주고 열악한 한국 간호사들의 현실적인 고충과 처우개선방안등을 구체적으로 서술해놓았으며 또 블로그에서 발췌한 상담사례 간호사상담소 는 간호사를 준비하는 이들에게 궁금증을 해소시켜주면서 환자들의 컴플레인에 유연하게 대처하는법등 실질적인 도움과 길라잡이가 되어준다. 말로만 듣던 태움의 심각성을 이책을 읽으며 자세히 알게 되었으며 특히 임신순번제 퇴사순번제의 관행부분에서는 나도 모르게 분노게이지가 상승했다. 저자의 바램처럼 우리나라도 간호법제정 이 법제화 되어 오버타임등 고된근무환경의 현직간호사들과 나이팅게일을 꿈꾸는 많은 사람들에게 도전의 용기와 힘을 실어줬음좋겠다. 내가 바라는 내 모습을 상상하며 주문을 외워본다. . 100 북스타그램 스타벅스
1167,2019-05-28,eriducafenbeds,,. 아픈 강아지가 보내는 신호 서울대 수의사 선생님들이 알려주는 반려견 건강 의학 상식 신간 도그 시그널 저자와 함께하는 시간을 준비했어요. . 아파도 아프다는 표현을 제대로 하지 못하는 반려견 그런 반려견의 평소 시그널을 잘 읽고 제때에 적절한 치료를 할 수 있도록 반려견이 아프기 전에 보호자가 미리 읽어두어야 하는 책이 나왔습니다. 서울대학교 수의학과 출신 수의사 선생님 세분이 쓰신 도그시그널 그 중 현재 제주도에 거주하며 고양이 집사로도 지내고 계신 김정민 수의사를 모시고 책에 대한 이야기와 함께 해주시는 반려견주분들을 위해 유익한 특강도 준비했으니 사전 신청하시고 함께 하세요 . 도그시그널 저자 김정민 수의사와 함께하는 북토크 동물병원에 자주 오게되는 5가지 질병 에 대하여 . 일시 6월 15일 토 오후 4 5시 장소 서귀포시 대포복개로 37 에리두 카페 . 신청 디엠이나 문자로 010 7393 5867 성함과 인원수 비용 2만원 신간 1권과 카페 음료 1잔 제공 . 증상부터 치료법과 간호법까지 아픈 강아지를 돌보는 법을 돌아보고 반려견 보호자가 자주 하는 질문과 궁금증을 해결하는 시간 함께 오랫동안 건강하고 행복하게 지내는데 필요한 도움을 드릴게요. . 이번 북토크에 대한 자세한 내용은 프로필 링크에 연결된 . . 공지사항으로 업데이트해두었으니 확인해주세요. 최대 20명과 함께 하고 마감되면 다시 알려드릴게요 궁금한 점이나 신청하실 분들은 디엠이나 전화주세요 . 북스타그램 댕댕이 제주 서귀포카페 제주독채펜션
1166,2019-05-30,untitledbookshop,,. 댕댕이 집을 위한 필수 도서 도그시그널 입고되었습니다. 반려견 가족들이 알아야 하는 건강 정보와 치료법 아픈 강아지를 돌보는 방법까지 전문 수의사 세 분이 꼼꼼하게 안내해주는 책이에요. 재입고 된 반려견을 위한 맛있는 레시피북 개시피 와 함께 보면 댕댕이들이 더 좋아합니다. . 도그시그널 저자 중 한 분이 제주에 있다는 사실 마침 서귀포 대포동 잔디밭 부자 에리두 에서 북토크를 연다고 하니 아래 내용을 참고하세요. . . 아픈 강아지가 보내는 신호 서울대 수의사 선생님들이 알려주는 반려견 건강 의학 상식 신간 도그 시그널 저자와 함께하는 시간을 준비했어요. . 현재 제주도에 거주하며 고양이 집사로도 지내고 계신 김정민 수의사를 모시고 책에 대한 이야기와 함께 해주시는 반려견주분들을 위해 유익한 특강도 준비했으니 사전 신청하시고 함께 하세요 . 도그시그널 저자 김정민 수의사와 함께하는 북토크 동물병원에 자주 오게되는 5가지 질병 에 대하여 . 일시 6월 15일 토 오후 4 5시 장소 서귀포시 대포복개로 37 에리두 카페 . 신청 디엠이나 문자로 010 7393 5867 성함과 인원수 비용 2만원 신간 1권과 카페 음료 1잔 제공 . 증상부터 치료법과 간호법까지 아픈 강아지를 돌보는 법을 돌아보고 반려견 보호자가 자주 하는 질문과 궁금증을 해결하는 시간 함께 오랫동안 건강하고 행복하게 지내는데 필요한 도움을 드릴게요. . 북스타그램 댕댕이 제주 서귀포카페 제주독채펜션
1164,2019-05-30,moon5990625,,저자 강연회에 오세요 제주도 . 아픈 강아지가 보내는 신호 서울대 수의사 선생님들이 알려주는 반려견 건강 의학 상식 신간 도그 시그널 저자와 함께하는 시간을 준비했어요. . 아파도 아프다는 표현을 제대로 하지 못하는 반려견 그런 반려견의 평소 시그널을 잘 읽고 제때에 적절한 치료를 할 수 있도록 반려견이 아프기 전에 보호자가 미리 읽어두어야 하는 책이 나왔습니다. 서울대학교 수의학과 출신 수의사 선생님 세분이 쓰신 도그시그널 그 중 현재 제주도에 거주하며 고양이 집사로도 지내고 계신 김정민 수의사를 모시고 책에 대한 이야기와 함께 해주시는 반려견주분들을 위해 유익한 특강도 준비했으니 사전 신청하시고 함께 하세요 . 도그시그널 저자 김정민 수의사와 함께하는 북토크 동물병원에 자주 오게되는 5가지 질병 에 대하여 . 일시 6월 15일 토 오후 4 5시 장소 서귀포시 대포복개로 37 에리두 카페 . 신청 디엠이나 문자로 010 7393 5867 성함과 인원수 비용 2만원 신간 1권과 카페 음료 1잔 제공 . 증상부터 치료법과 간호법까지 아픈 강아지를 돌보는 법을 돌아보고 반려견 보호자가 자주 하는 질문과 궁금증을 해결하는 시간 함께 오랫동안 건강하고 행복하게 지내는데 필요한 도움을 드릴게요. . 이번 북토크에 대한 자세한 내용은 프로필 링크에 연결된 . . 공지사항으로 업데이트해두었으니 확인해주세요. 최대 20명과 함께 하고 마감되면 다시 알려드릴게요 궁금한 점이나 신청하실 분들은 디엠이나 전화주세요 . 북스타그램 댕댕이 제주 서귀포카페 제주독채펜션
1163,2019-06-05,siljonler,,나는꿈꾸는간호사입니다 김리연 허밍버드 1. 저자 김리연의 꿈 저자인 김리연은 제주 전문대 간호과를 졸업하고 한국 대형병원 간호사를 거쳐 뉴욕 굴지의 대학병원 항암전문가가 된 사람이다. 힘든 상황에서도 지금의 자신을 있게 만든 것은 바로 꿈 이었다고 말한다. 그리고 그녀의 또 다른 꿈은 간호사들의 처우와 인권개선이다. 자신이 해야 할 일은 변화를 위해 목소리를 내는 일이라고 말한다. 당장 무언가가 바뀌진 않더라도 누군가는 해야 할 일. 작은 노력들이 모이고 모며 좋은 변화를 가져올 거라는 믿음으로 나는 오늘도 목소리를 높인다. 110 2. 간호계 현실 담담한 문체로 써내려진 책에는 생각했던 것보다 더 열악한 대학병원 간호사들의 현실이 담겨있었다. 어떻게 하면 주어진 짧은 시간에 광범위한 내용들을 다 전달할까 에 초점이 맞춰져 한 번에 소화하기 힘든 교육량에 대해 이해하지 못했거나 궁금한 내용을 질문하면 인격적인 모욕을 당한다. 그 버거운 교육을 3교대 정상 근무와 병행하기에 위장병 하지 정맥류 신장 결석 만성 피로 우울증 불면증 까지 몸도 남아나질 않는다고 한다. 거기다 인계 때는 선배들로부터 영혼이 재가 될 때까지 태움 을 당한다. 사생활을 침해하는 임신 순번제와 퇴사 순번제는 한국 간호사 인권의 현실을 그대로 보여준다. 현재 간호법은 의료법 안에 속해 있다고 하는데 실체는 있지만 그들을 위한 법은 없는 구조적 문제점이 개선되려면 간호법이 제정되어야 한다는 저자의 말에 동의하는 바이다. 3. 개인적인 이야기 내게 피아노를 배우러 오는 학생들 중에는 대 병원 간호사 대 병원 간호사 선생님들도 있다. 목적은 스트레스 관리. 다크서클이 드리워져 퀭한 얼굴로 찾아와서는 오늘도 힘들었다고 말한다. 그들로부터 듣고 알게 된 간호사 태움 문화와 밥을 마신다 라는 표현에 전쟁 같은 상황이 짐작되었다. 더 도움이 되지 못해 늘 안타까웠고 그들을 더 이해하고 싶어서 이 책을 보게 되었다. 글로만 봐도 미간이 찌푸려지는 간호사들의 현실. 무언가 다른 돌파구가 있어야만 버틸 수 있는 상황이 더 와 닿았다. 한편으론 쉼을 택하기보다 피아노를 배우러 온다는 것 자체가 더 대단하게 느껴지기도 한다. 간호사들에게 힘이 될 만한 조언들이 담겨있는 이 책을 선물하려고 한다. 감사히잘봤습니다 100 간호사 널스타그램
1160,2019-06-06,yoonju.choi,,이중에 내 학교가 하나쯤은 있겠지... 간호학을 할까 정책을 할까 행정을 할까 고민끝에 전 대학원 로스쿨로 맘 먹었습니다 요로분... 제주도라도 가겠어요. 은 아니지만 저의 집념은 24 기 때문에 도전할 겁니다 간호법 제정을 위해서 간호사 출신 변호사 가즈아 로스쿨러
1161,2019-06-06,eriducafenbeds,,. 반려견과 오래 함께하신 분들은 반려견의 표정만으로도 기분이 어떤지 뭘 원하는건지 어느 정도는 척척 알 수 있을거예요 하지만 아무래도 말이 통하지 않는터라 중요한 순간에는 어떤 상황인지 어떻게 느끼는지 궁금할 수 밖에 없지요. 특히나 반려견이 아플 때는 이런 답답함이 더 크게 느낄 수 밖에 없습니다. 아픈 반려견이 함께 사는 가족에게 보내는 신호를 정확히 읽을 수 있도록 도움을 드리는 시간을 준비했어요 신간 도그시그널 저자 중 한분이자 현재 서귀포에 거주하고 계신 서울대학교 수의과대학 김정민 수의사님을 모시고 이야기를 나눌 예정입니다. . 동물병원에 자주 오게되는 5가지 질병 에 대하여 6월 15일 토 오후 4시 에리두 카페 . 2만원 신간 1권과 음료 1잔 제공 신청 및 문의 디엠 혹은 010 7393 5867 . 아픈 반려견 증상부터 치료법과 간호법까지 아픈 강아지를 돌보는 법을 청망라한 책으로 반려견 보호자가 자주 하는 질문과 궁금해하는 건강 정보들을 수록한 신간 도그 시그널 수의사 선생님 세분은 그동안 반려견을 치료하고 보호자와 상담해오면서 반려견들이 자주 걸리는 질병과 보호자들이 자주 하는 질문들 궁금한 점들을 한데 모아 정리한 책입니다 사진 속 목차만 살펴보셔도 충분히 추천드리는 신간 북토크 함께해요 . 신간 제주도 반려동물
1159,2019-06-12,km_yng_ss,,국회 간호정책 토론회 우리 배교수님 최고 멋있고... 고기는 최고 맛있어... 대학생 간호학과 이화여대 벗스타그램 공스타그램 공부벗스타그램 국회 간호정책 토론회 간호법 널스타그램
1158,2019-06-13,h2miracles,,첫줄 나는 꿈꾸는 간호사입니다 . . 214 215 사명감이라는 건 결심했다고 한번에 생겨나는 게 아니다. 환자를 간호하고 또 경력이 쌓여 가면서 그 의미를 이해할 수 있게 된다. 간호사는 환자들과 살을 맞대고 기쁨과 슬픔을 같이하고 환자들을 위해 진정한 눈물을 흘리며 생명의 소중함을 몸소 느끼는 경험을 하게 된다. 그런 시간들이 쌓이면서 사명감에 대한 자신만의 정의나 소명의식도 생겨난다. 나 역시 지금도 사명감에 대해 확실하게 설명할 자신은 없다. 하지만 내 나름대로 사명감에 대한 정의를 갖고 있고 그에 따라 내 환자들을 최선을 다해 간호한다. . . 간호사들의 멘토인 김리연 간호사님의 신작 에세이다. 이번 책은 신규 간호사로서 겪은 부조리와 태움 미국 뉴욕의 항암 전문 간호사가 되면서까지의 이야기들을 다루고 있다. . 간호사라는 직업에 대해서 별로 아는 것은 없지만 주변에 간호사를 업으로 삼고 있는 분들이 많은 터라 더 세심하게 읽어보게 된다. 다만 아쉬운 점은 너무 많은 사진자료가 글에 대한 집중도를 떨어뜨린다. 글의 이해에 도움이 되기 위해 첨부되었다는 느낌보다는 그냥 마구잡이로 넣은 느낌이 강하게 드는 건 지울 수 없는 부분이다. . 책을 읽는 내내 저자가 계속해서 달려갈 수 있는 동력이 정확히 무엇일까 생각하게 된다. 좋게 보면 한 개인의 성장을 담은 좋은 이야기이며 나쁘게 보면 성공적인 자신의 삶에 대한 자랑에 불과하게 느끼는 분도 계실 듯하다. . 한국을 거쳐 미국의 간호사로써 자리를 잡은 그녀가 꿈꾸는 바는 무엇일까. 짧은 소견으로는 간호계에서 영향력있는 보이스리더가 되는 것이지 않을까 생각해본다. 간호법에 대한 내용들을 조금씩 다루고 있기도 하고. . 무슨 길이 되었든 안주하지 않고 멈추지 않는 그녀의 도전이 간호사를 희망하는 학생들과 또 현직에 있는 간호사분들에게 큰 힘과 동기가 되지 않을까 생각하게 된다. . 간호사를 하고 있거나 희망하는 사람들이라면 조금 더 공감하며 재미있게 읽을 수도 있을 지 모르겠다. 생각지도 못한 위로와 격려를 받을 수 있지 않을까.
342,2019-06-29,seong____ah,,나는 꿈꾸는 간호사입니다 책의 일부 중 한 문구. 간호학과 진학시 태움이 존재함을 알고도 주변에서 말려도 난 꼭 간호사할거라고이야기를 했었다. 책 읽으면서 내가 졸업을 하고 임상에 나가더라도 기사와 책에서 보던 현실 속에서 일을 해야한다는 생각을 하니 너무 울적하고 답답하고 아무 말 못하고 순응해야하는게 너무 짜증이난다. 대학교 오고나서 태움으로 인한 간호사의 죽음과 관련된 기사를 많이 봐왔고 책의 일화를 보고서는 더욱 암담한 현실이 느껴진다. 김리연간호사 선생님께서 말씀 하신 것 처럼 간호법이 제정이 된다면 환자들에게 더 안전한 간호를 실행하고 체계적인 간호조직을 형성할 수 있다고 생각한다. 간호사 처우개선이 너무나도 심각한 한국의 현실 그저 답답하다. 내가 꿈꿔온 간호사의 모습과는 완전히 다른 현실을 간접적으로 읽다보면 열정이 하나 둘 사라지는 기분이 든다 나는꿈꾸는간호사입니다 태움 간호법제정 병원 간호사처우개선 시급 병원현실 간호사현실 태움문화 암담 학생간호사 간호학과 간호 의료 관심 변화 필요 간호학
1157,2019-07-09,dearmyblue,,이번에 새로 입고한 반려동물 관련 책 두 권을 소개합니다. 반려견들은 아파도 아프다고 말할 수 없으므로 평소 반려견을 잘 관찰하여 그들의 시그널을 읽어내는 게 중요합니다. 도그 시그널 은 서울대학교 수의학과 출신 수의사들이 그동안 반려견을 치료하고 보호자와 상담해오면서 반려견들이 잘 걸리는 질병과 보호자들이 자주 하는 질문들 궁금해하는 점들을 모아 집필한 반려견 질병 상식서입니다. 증상부터 치료법 간호법까지 아픈 강아지를 돌보는 방법이 총망라된 이 책 한 권으로 우리 댕댕이와 오랫동안 건강하고 행복하게 살아봅시다 세상 모든 고양이는 다 예쁘다. 그리고 조금 더 예쁜 내 고양이가 있다 고양이 집사라면 200 공감할 이 카피 하나로 끝난 고양이는 그려야 한다 는 사랑스런 내 고양이를 직접 그리고 싶어 하는 모든 사람에게 전공자가 아니어도 잘 그리지 못해도 나만의 고양이를 그리는 것이 충분히 즐거운 시도라는 것을 경험하게 해줍니다. 오늘부터 이 책을 따라 찬찬히 내 고양이를 그려나가다 보면 어떤 사진도 표현하지 못했던 내 고양이만의 진짜 매력을 담은 세상 단 하나뿐인 작품이 만들어질 겁니다. 당신 고양이의 매력을 가장 잘 아는 사람은 바로 당신일 테니까요 제주시 애월읍 고내로11길 18 전화 064 799 4509 카카오톡 인스타그램 다이렉트 메시지 디어마이블루 제주꽃서점 플라워북샵 제주꽃집 제주꽃주문 애월꽃집 제주동네서점 제주파란책방 제주서점투어 애월서점 애월책방 책읽는꽃집 피크닉서점 책스타그램 북스타그램 도그시그널 저녁달출판사 고양이는그려야한다 미니멈출판사
1156,2019-07-10,daeun_kwon519,,보여지는게 중요한게 아닌데 참 아쉽다. 깨어잇는 사람이 되야지 나부터 간호학과 16학번 4망년 단장 간호 대외활동 대한간호협회 충북지구 세종 간호법제정
341,2019-08-19,heongom,,오랜만에 간호법교육학회 에 참여하려고 사전등록을 했다. 2일간의 강행군으로 몸은 지쳤지만 잊을까봐 등록을 한다. 새로 시작하는 강의에 최신 내용을 제대로 담고 싶었고 잠시 뜸했던 지인도 만날 기회라 학회에 갈 예정 법을 연구하는 간호사도 많기에 알리고 싶다. 일상스타그램 간호사그램 널스타그램 강사스타그램 프리랜서강사 강의하는여자 교재만드는여자 공부하는간호사 공스타그램 공무원 간호직공무원 보건진료직공무원 의료기술직공무원 의료관계법규 콕콕간호 콕콕간호관리2020 콕콕지역사회간호2020 학술대회사전등록 간호법교육학회
