,작성일,작성자,제목,내용
328,2022-12-18,UCsU-I-vHLiaMfV_ceaYz5rQ,심상치 않은 '전세 사기'…보증금 구제 신청 역대 최대 / JTBC 상암동 클라스,지난주 저희가 도시락 있슈 에서 전해드렸던 왕의 죽음 기억하시나요 빌라와 오피스텔 1100여 채를 갭 투자로 사들이고 수백억 원의 전세보증금을 가로챈 빌라왕 김모 씨가 숨지면서 세입자들의 피해가 우려되는 상황이었는데요. 이런 전세 사기가 늘면서 보증금을 돌려받지 못해 법원에 구제를 요청한 세입자가 역대 가장 많이 불어났습니다. 기사 전문 . . . ... 상암동클라스 전세사기 전세보증금 빌라왕 보증금구제 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스룸 방청객 모집 . . . 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . ... 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . ... 방송사 . .
323,2022-12-18,UCbMjg2EvXs_RUGW-KrdM3pw,"집값 하락에 전세사기도 비상…""보증금 돌려달라"" 구제신청 역대 최대",앵커 이런 가운데 서울에서 집주인에게 보증금을 못 받아 법원에 구제를 신청한 건수가 역대 최대로 치솟았습니다. 정부는 전세 사기 피해가 집중된 지역을 중심으로 대책을 마련하기로 했습니다. 관련 실태와 대책을 윤지혜 기자가 전해드립니다. 백브리핑 시시각각 월 금 오전 11시 25분 11시 55분 백브리핑 페이지 바로가기 . 3 558
330,2022-12-18,UCsF-UNTH7fZ8olw6hKyMvoQ,#전세사기 어떻게 피할 수 있을까? 전세사기 유형부터 예방법까지! [공터뷰],전세사기피해 누구에게나 일어날 수 있는 일입니다 전세사기 피해를 예방할 수 있을까요 이미 전세사기 피해를 입었다면 어떻게 대처해야 할까요 전세사기 유형 부터 전세사기피해 예방법 까지 전세피해지원센터 강현정 센터장의 인터뷰를 통해 알아볼까요 00 17 전세피해지원센터에서 받을 수 있는 도움 01 25 대표적 전세사기 유형 02 44 전세사기 피해 예방법 정책주간지 공감 놀러가기 누리집 . . 블로그 . . 페이스북 . . 카카오 콘텐츠뷰 . . . 3094
333,2022-12-18,UCOPLCJFBP9WgaDBbfJYdyVg,(축약본) 전세사기 예방법 -  관악구가 알려드려요!,전세사기 예방 관악구 풀버전은 . 4 4
329,2022-12-18,UCOPLCJFBP9WgaDBbfJYdyVg,(풀버전) 전세사기 예방법 - 관악구가 알려드려요!,전세사기 예방 을 위해 관악구 에서 제작 배포하는 영상입니다
331,2022-12-18,UCWlV3Lz_55UaX4JsMj-z__Q,"집값 하락에 전세사기도 비상…국토부 ""피해지원센터 추가설치""",전세사기 나 깡통 전세로 인해 집주인으로부터 전세 보증금 을 떼이는 피해 사례가 급증하고 있습니다. 법원에 보증금을 돌려달라는 신청이 서울은 역대 최대치를 찍었습니다. 피해자들은 사정이 넉넉지 못한 서민이 대부분이죠. 정부는 피해지원센터를 추가 설치해 법률과 금융 지원에 나서기로 했습니다. .19 사실을 보고 진실을 말합니다. 공식 홈페이지 . . 공식 페이스북 . . 공식 트위터 . 뉴스제보 이메일 . 카카오톡 조선제보 전화 1661 0190
332,2022-12-18,UCIgn67KeIdzloPl_avhSDIg,전세사기 당한 돈 포기하지 마세요 받을 수 있습니다,전세금반환소송 전세금소송 전세사기 구체적 사실 관계에 따라 법률 상담 및 결과는 달라질 수 있습니다. 법률상담 문의 법무법인 에이스 박영주 변호사 02 3487 5000 010 8879 4548 서울 서초구 서초중앙로148 희성빌딩 5층 25 .
322,2022-12-19,UCTHCOPwqNfZ0uiKOvFyhGwg,신축빌라 중심 '전세사기' 106건 수사 의뢰 / 연합뉴스TV (YonhapnewsTV),신축빌라 중심 전세사기 106건 수사 의뢰 신축 빌라를 중심으로 벌어지는 전세 사기 사건에 대한 대대적 수사가 진행될 전망입니다. 국토교통부는 지난 9월부터 전세피해지원센터에 접수된 피해 상담 사례를 분석한 결과 피해자가 다수이거나 공모가 의심되는 106건을 경찰청에 수사 의뢰한다고 밝혔습니다. 사건에 연루된 법인은 10곳 혐의자는 42명이며 1 000채 넘는 빌라를 보유한 채 사망한 이른바 빌라왕 관련 사건 16건도 포함됐습니다. 국토부 조사 결과 자본 없이 전세보증금을 받아 빌라를 산 뒤 보증금을 돌려주지 않고 빌라를 팔고 잠적하는 무자본 갭투자 방식이 주로 쓰인 것으로 드러났습니다. 최덕재 기자 . . 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
321,2022-12-19,UCwRljhjVWtLqAKbsWGPU_OA,갑자기 숨진 천 채 ‘빌라왕’ 세입자 전세보증금 떼이나 #빌라왕 #전세보증금 #전세사기 [YTN 뉴스FM 슬기로운 라디오생활],라디오 94.5 뉴스 슬기로운 라디오생활 방송 일시 2022년 12월 20일 화요일 진행 이현웅 아나운서 출연 조세영 부동산 전문 변호사 법무법인 로윈 당신에게 꼭 필요한 생활정보 슬기로운 라디오생활 실시간뉴스 당원투표백대영 결선투표 역선택방지 윤핵관 유승민방지룰 안철수골목대장 예산안처리 윤심 문재인지우기 신현영닥터카 박지원복당 감사원대통령실관저 빌라왕 빌라오피스텔1139채 전세사기 갭투자경찰수사 전세금반환보증보험 종부세62억 서울광장스케이트장 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 슬기로운 라디오생활 10 30 11 30 슬기로운 라디오생활 홈페이지 . 33 슬기로운 라디오생활 프로그램 소개 . 4 2 슬기로운 라디오생활 인터뷰 전문 . 슬기로운 라디오생활 오늘의 방송내용 . 슬기로운 라디오생활 다시 듣기 . 2 4 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 라디오 페이스북 . .
319,2022-12-19,UChlgI3UHCOnwUGzWzbJ3H5w,"빌라왕, 배후에 공범 있나...전세 사기 '경고등' / YTN",앵커 수도권에 천 채가 넘는 빌라를 갖고 있던 임대사업자 김 모 씨가 갑자기 숨지면서 세입자들이 보증금을 돌려받지 못하고 있습니다. 조직적인 전세 사기 가능성도 배제할 수 없는 만큼 경찰은 수사를 이어가고 있는데요. 이와는 별개로 이런 깡통 전세와 세입자 피해 문제 이제부터 시작 아니냐는 우려도 점점 커지고 있습니다. 강민경 기자가 보도합니다. 기자 서울 화곡동의 두 동짜리 신축 빌라 재작년 완공돼 30여 가구가 살고 있습니다. 그런데 두 집을 제외하곤 모두 소유주는 빌라왕 으로 불렸던 40대 김 모 씨입니다. 빌라와 오피스텔 1천1백여 채를 산 임대사업자 김 씨는 두 달 전 갑자기 지병으로 숨졌습니다. 압류된 집에 살게 된 이곳 세입자들은 졸지에 보증금도 돌려받지 못한 채 발이 묶여 버렸습니다. 씨 서울 화곡동 피해 세입자 건축주가 개인으로 집주인 명의를 바꾼다고 말씀을 하셨어요. 이 사람이 임대사업자를 하고 있는지도 전혀 몰랐어요. 김 씨가 숨졌지만 경찰은 사건을 공소권 없음으로 종결하는 대신 배후 세력과 공범 가능성에 무게를 두고 수사를 이어가고 있습니다. 씨 서울 화곡동 피해 세입자 실제로 계약을 했던 피해자 중에서는 김 씨가 조금 어눌하게 이야기를 한다 이런 말도 있었어요. 혼자서 했을 리는 없을 거 같아요. 공범이 밝혀지면 피해자들은 민사 소송을 제기할 수 있겠지만 실현되더라도 먼 미래의 일입니다. 정부도 피해자를 돕기 위한 합동 법률지원 전담반을 만들었는데 피해자들은 당장 해결되는 게 없다며 답답해합니다. 씨 경기도 부천시 피해 세입자 주택도시보증공사 도 같이 따라야 하고 은행도 정부 움직임에 따라야 하는데 따라오는 게 없어요. 체감할 수 있는 게 하나도 없어서 . 충분한 자본 없이 투자했다가 집값 하락과 고금리 직격탄을 맞는 집주인들이 늘어날 경우 앞으로 피해자들은 더 늘어날 가능성이 큽니다. 강모씨 공인중개사 2022년도 6월부터 집값 하강기가 들어서잖아요. 빌라도. 신규 세입자가 안 들어오죠. 문제가 커질 수밖에 없죠. 이제 시작인 거죠. 이미 올해 들어 서울에서 전 월세 보증금을 돌려받지 못해 전세금 우선 변제권을 달라는 임차권등기명령 을 법원에 신청한 건수는 역대 최고를 기록했습니다. 전세 사기에 더해 매맷값이 전셋값보다 낮아져 보증금을 돌려주지 못하는 깡통 전세에도 경고등이 켜진 만큼 정부가 더 근본적인 대책을 신속히 내놓아야 한다는 지적이 나옵니다. 강민경입니다. 강민경 0210 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0103 202212... 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
318,2022-12-19,UC7veJl4E23uPDXoVu-0qYAA,전세사기·마약 이은 3호 지시 '건설현장 불법근절',투데이고용플러스 20221219 경찰이 내년 상반기까지 200일 동안 건설현장 불법행위 특별단속을 추진합니다. 건설현장 불법 근절은 전세사기 마약 근절에 이어 윤희근 경찰청장이 국민에 약속한 3번째 지시입니다. 방송 시간 월 금 오후 8시 30분 채널 한국직업방송 189번 258번 252번 251번 헬로비전 235번 210번 진행자 박서휘 아나운서 풀버전은 홈페이지를 통해 확인하세요 . . . ... 전세사기 마약 건설현장 불법근절 불법 뉴스 박서휘
317,2022-12-19,UC1oU1yoHbb-g-FolLTCzA_Q,전세사기 피해자 보호에 총력을 다하겠습니다 #shorts,원희룡 국토교통부 장관 전세사기
316,2022-12-19,UChlgI3UHCOnwUGzWzbJ3H5w,"빌라왕, 배후에 공범 있나...전세 사기 '경고등' / YTN",신축 빌라 두 동 세입자 모두 빌라왕 피해자 경찰 전세 사기 배후 세력 무게 두고 수사 계속 정부 합동 법률지원 전담반 만들어 지원 집값 하락 고금리 이어지며 전세 사기 경고등 앵커 수도권에 천 채가 넘는 빌라를 갖고 있던 임대사업자 김 모 씨가 갑자기 숨지면서 세입자들이 보증금을 돌려받지 못하고 있습니다. 조직적인 전세 사기 가능성도 배제할 수 없는 만큼 경찰은 수사를 이어가고 있는데요. 이와는 별개로 이런 깡통 전세와 세입자 피해 문제 이제부터 시작 아니냐는 우려도 점점 커지고 있습니다. 강민경 기자가 보도합니다. 기자 서울 화곡동의 두 동짜리 신축 빌라 재작년 완공돼 30여 가구가 살고 있습니다. 그런데 두 집을 제외하곤 모두 소유주는 빌라왕 으로 불렸던 40대 김 모 씨입니다. 빌라와 오피스텔 1천1백여 채를 산 임대사업자 김 씨는 두 달 전 갑자기 지병으로 숨졌습니다. 압류된 집에 살게 된 이곳 세입자들은 졸지에 보증금도 돌려받지 못한 채 발이 묶여 버렸습니다. 씨 서울 화곡동 피해 세입자 건축주가 개인으로 집주인 명의를 바꾼다고 말씀을 하셨어요. 이 사람이 임대사업자를 하고 있는지도 전혀 몰랐어요. 김 씨가 숨졌지만 경찰은 사건을 공소권 없음으로 종결하는 대신 배후 세력과 공범 가능성에 무게를 두고 수사를 이어가고 있습니다. 씨 서울 화곡동 피해 세입자 실제로 계약을 했던 피해자 중에서는 김 씨가 조금 어눌하게 이야기를 한다 이런 말도 있었어요. 혼자서 했을 리는 없을 거 같아요. 공범이 밝혀지면 피해자들은 민사 소송을 제기할 수 있겠지만 실현되더라도 먼 미래의 일입니다. 정부도 피해자를 돕기 위한 합동 법률지원 전담반을 만들었는데 피해자들은 당장 해결되는 게 없다며 답답해합니다. 씨 경기도 부천시 피해 세입자 주택도시보증공사 도 같이 따라야 하고 은행도 정부 움직임에 따라야 하는데 따라오는 게 없어요. 체감할 수 있는 게 하나도 없어서 . 충분한 자본 없이 투자했다가 집값 하락과 고금리 직격탄을 맞는 집주인들이 늘어날 경우 앞으로 피해자들은 더 늘어날 가능성이 큽니다. 강 모 씨 공인중개사 2022년도 6월부터 집값 하강기가 들어서잖아요. 빌라도. 신규 세입자가 안 들어오죠. 문제가 커질 수밖에 없죠. 이제 시작인 거죠. 이미 올해 들어 서울에서 전 월세 보증금을 돌려받지 못해 전세금 우선 변제권을 달라는 임차권등기명령 을 법원에 신청한 건수는 역대 최고를 기록했습니다. 전세 사기에 더해 매맷값이 전셋값보다 낮아져 보증금을 돌려주지 못하는 깡통 전세에도 경고등이 켜진 만큼 정부가 더 근본적인 대책을 신속히 내놓아야 한다는 지적이 나옵니다. 강민경입니다. 강민경 21 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0103 202212... 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
307,2022-12-20,UCF4Wxdo3inmxP-Y59wXDsFw,더 큰 폭탄 예고하는 전세사기‥지원·구조는 더디기만 (2022.12.20/뉴스데스크/MBC),이렇게 자기 돈 한 푼 들이지 않고 서민들을 울리는 빌라왕 들의 실태를 가 지난 7월부터 집중적으로 전해드렸는데요. 피해자들은 계속 늘고 있지만 이에 대한 실질적인 지원은 더딘 상황이고 근본적인 제도 개선을 위한 정책들도 국회에 발목이 잡혀 있습니다. . . 2022 ... 전세사기 피해자 보증사고
308,2022-12-20,UCwRljhjVWtLqAKbsWGPU_OA,"[생생경제] 전세사기 의심 무더기 경찰 수사 의뢰한 정부, 주요 내용 / ‘10분 만에 보기’ 요약 영상과 저작권 / FOMC 이후 경기 침체 우려로 증시 하락",생생 12 21 생생 이슈 인터뷰 전세사기 의심 무더기 경찰 수사 의뢰한 정부 주요 내용은 김인만 부동산연구소장 10분 만에 보기 요약 영상과 저작권 최나빈 변호사 법률사무소 주식연구소 이후 경기 침체 우려로 증시 하락 염승환 이베스트투자증권 이사 듣기만해도 돈이 되는 방송 돈쭐내드리는 라디오 생생경제 전세사기 패스트무비 뉴욕증시 주식 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 라디오 생생경제 월 금 15 00 16 00 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 생생경제 참여마당 . 3 6 라디오 생생경제 홈페이지 . 3 5 라디오 생생경제 다시듣기 . 2 라디오 생생경제 인터뷰 전문보기 . 30 5 라디오 페이스북 . . 라디오 홈페이지 . . . 홈페이지 . . .
309,2022-12-20,UCcQTRi69dsVYHN3exePtZ1A,"“무자본 갭투자로 전세사기”…171억 피해, 2030에 쏠렸다 / KBS  2022.12.21.",정부 조사로 전세 사기로 의심된 100건이 경찰 수사 대상에 오릅니다. 시세를 알기 어려운 신축 다세대 주택이 표적이 됐고 전세난에 취약했던 2030 세대에 피해가 집중됐습니다. 박진수 기자가 전해드립니다. 리포트 30대 신혼 부부는 지난해 4월 전셋집으로 다세대 주택을 선택했습니다. 김 모 씨 세입자 음성변조 저렴한 금액이지만 신축이다 보니 빌라를 찾을 수밖에 없거든요. 직장을 옮겨 이사를 가려 했지만 보증금을 돌려줄 수 없다는 답이 돌아왔고 연락마저 끊겼습니다. 다른 세입자들도 속이 타들어갑니다. 김 모 씨 세입자 음성변조 서로 이게 무슨 일이지 무슨 일이지 하다가 제가 대표로 해서 이런 일을 당하신 분 있냐고 물어봤더니 다 당했더라고요. 스무세대가. 정부가 전세 사기를 조사한 지 석 달만에 조직적으로 공모가 의심되는 사례 100여 건을 수사 의뢰했습니다. 피해액은 170억 원이 넘을 것으로 추산됩니다. 거래가 드물어 전세값이나 매매값의 시세를 확인하기 어려운 다세대 주택이 주 대상이었습니다. 매매 가격보다 전세금을 더 많이 받는 방식으로 집을 여러 채 사들인 겁니다. 어느 정도 규모가 커지면 보증금 돌려 줄 능력이 없는 유령 법인이나 개인에게 집 소유권을 넘긴 뒤 잠적했습니다. 그래도 전세값이 아파트보다는 저렴하다 보니 능력이 상대적으로 부족한 2 30대 젊은층이 주로 피해를 봤습니다. 김성호 국토교통부 부동산거래분석기획단장 대다수 피해가 신축빌라 위주로 발생했습니다. 높은 가격의 전세계약을 체결하고 빠지는 수법을 이용하다 보니까 사회적 경험이 부족한 2030대 피해자가 많이 발생한 것 같습니다. 국토부는 다음달까지 피해 사례를 추가로 분석하고 내년 2월 경찰과 함께 수사 결과를 발표할 방침입니다. 뉴스 박진수입니다. 촬영기자 김상민 영상편집 한찬의 그래픽 김지훈 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 전세사기 무자본 갭투자
310,2022-12-20,UCOmypSJVHygAtZFfSPOc0vw,'빌라왕' 포함 전세사기 의심 106건 수사의뢰,뉴스 미디어 최근 1천 채가 넘는 빌라를 갭투자로 보유한 채 사망해 수많은 임차인들에게 피해를 끼친 이른바 빌라왕 사건이 있었는데요. 국토교통부가 이 빌라왕 과 관련된 사건을 포함해 전세사기로 의심되는 거래 106건에 대해 경찰에 수사의뢰하기로 했습니다.
311,2022-12-20,UCcQTRi69dsVYHN3exePtZ1A,"“무자본 갭투자로 전세사기”…171억 피해, 2030에 쏠렸다 / KBS  2022.12.20.",앵커 정부 조사로 전세 사기로 의심된 100건이 경찰 수사 대상에 오릅니다. 시세를 알기 어려운 신축 다세대 주택이 표적이 됐고 전세난에 취약했던 2030 세대에 피해가 집중됐습니다. 박진수 기자가 전해드립니다. 리포트 30대 신혼 부부는 지난해 4월 전셋집으로 다세대 주택을 선택했습니다. 김 모 씨 세입자 음성변조 저렴한 금액이지만 신축이다 보니 빌라를 찾을 수밖에 없거든요. 직장을 옮겨 이사를 가려 했지만 보증금을 돌려줄 수 없다는 답이 돌아왔고 연락마저 끊겼습니다. 다른 세입자들도 속이 타들어갑니다. 김 모 씨 세입자 음성변조 서로 이게 무슨 일이지 무슨 일이지 하다가 제가 대표로 해서 이런 일을 당하신 분 있냐고 물어봤더니 다 당했더라고요. 스무세대가. 정부가 전세 사기를 조사한 지 석 달만에 조직적으로 공모가 의심되는 사례 100여 건을 수사 의뢰했습니다. 피해액은 170억 원이 넘을 것으로 추산됩니다. 거래가 드물어 전세값이나 매매값의 시세를 확인하기 어려운 다세대 주택이 주 대상이었습니다. 매매 가격보다 전세금을 더 많이 받는 방식으로 집을 여러 채 사들인 겁니다. 어느 정도 규모가 커지면 보증금 돌려 줄 능력이 없는 유령 법인이나 개인에게 집 소유권을 넘긴 뒤 잠적했습니다. 그래도 전세값이 아파트보다는 저렴하다 보니 능력이 상대적으로 부족한 2 30대 젊은층이 주로 피해를 봤습니다. 김성호 국토교통부 부동산거래분석기획단장 대다수 피해가 신축빌라 위주로 발생했습니다. 높은 가격의 전세계약을 체결하고 빠지는 수법을 이용하다 보니까 사회적 경험이 부족한 2030대 피해자가 많이 발생한 것 같습니다. 국토부는 다음달까지 피해 사례를 추가로 분석하고 내년 2월 경찰과 함께 수사 결과를 발표할 방침입니다. 뉴스 박진수입니다. 촬영기자 김상민 영상편집 한찬의 그래픽 김지훈 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . .
313,2022-12-20,UCn8WFi6pE4cJZP8MiUNGFxg,'빌라왕' 포함 전세사기 의심 106건 수사의뢰,최근 1천 채가 넘는 빌라를 갭투자로 보유한 채 사망해 수많은 임차인들에게 피해를 끼친 이른바 빌라왕 사건이 있었는데요. 국토교통부가 이 빌라왕 과 관련된 사건을 포함해 전세사기로 의심되는 거래 106건에 대해 경찰에 수사의뢰하기로 했습니다. 빌라왕 전세 사기
315,2022-12-20,UCcQTRi69dsVYHN3exePtZ1A,"“무자본 갭투자로 전세사기”…171억 피해, 2030에 쏠렸다 [9시 뉴스] / KBS  2022.12.20.",정부가 전세 사기로 의심되는 사례 100여 건에 대해 경찰 수사를 의뢰했습니다. 피해액이 170억 원을 넘는 것으로 추산되는데 주로 전세난에 취약했던 20 30대가 피해를 입은 것으로 드러났습니다. 박진수 기자의 보돕니다. 리포트 30대 신혼 부부는 지난해 4월 전셋집으로 다세대 주택을 선택했습니다. 김 모 씨 세입자 음성변조 저렴한 금액이지만 신축이다 보니 빌라를 찾을 수밖에 없거든요. 직장을 옮겨 이사를 가려 했지만 보증금을 돌려줄 수 없다는 답이 돌아왔고 연락마저 끊겼습니다. 다른 세입자들도 속이 타들어갑니다. 김 모 씨 세입자 음성변조 서로 이게 무슨 일이지 무슨 일이지 하다가 제가 대표로 해서 이런 일을 당하신 분 있냐고 물어봤더니 다 당했더라고요. 스무 세대가. 정부가 전세 사기를 조사한 지 석 달 만에 조직적으로 공모가 의심되는 사례 100여 건을 수사 의뢰했습니다. 피해액은 170억 원이 넘을 것으로 추산됩니다. 거래가 드물어 전세값이나 매매값의 시세를 확인하기 어려운 다세대 주택이 주 대상이었습니다. 매매 가격보다 전세금을 더 많이 받는 방식으로 집을 여러 채 사들인 겁니다. 어느 정도 규모가 커지면 보증금 돌려 줄 능력이 없는 유령 법인이나 개인에게 집 소유권을 넘긴 뒤 잠적했습니다. 그래도 전세값이 아파트보다는 저렴하다 보니 능력이 상대적으로 부족한 20 30대 젊은층이 주로 피해를 봤습니다. 김성호 국토교통부 부동산거래분석기획단장 대다수 피해가 신축빌라 위주로 발생했습니다. 높은 가격의 전세계약을 체결하고 빠지는 수법을 이용하다 보니까 사회적 경험이 부족한 20 30대 피해자가 많이 발생한 것 같습니다. 국토부는 의심 사례에 대해 1차로 경찰에 수사를 의뢰했고 다음 달까지 피해 사례를 추가로 분석해 내년 2월 경찰과 함께 수사 결과를 발표할 방침입니다. 뉴스 박진수입니다. 촬영기자 김상민 영상편집 한찬의 그래픽 김지훈 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 전세사기 수사의뢰 무자본
312,2022-12-20,UCUkuuoNkyVBFWojFW-SPmTw,"빌라왕, 배후에 공범 있나...전세 사기 '경고등' / YTN 사이언스",앵커 수도권에 천 채가 넘는 빌라를 갖고 있던 임대사업자 김 모 씨가 갑자기 숨지면서 세입자들이 보증금을 돌려받지 못하고 있습니다. 조직적인 전세 사기 가능성도 배제할 수 없는 만큼 경찰은 수사를 이어가고 있는데요. 이와는 별개로 이런 깡통 전세와 세입자 피해 문제 이제부터 시작 아니냐는 우려도 점점 커지고 있습니다. 강민경 기자가 보도합니다. 기자 서울 화곡동의 두 동짜리 신축 빌라 재작년 완공돼 30여 가구가 살고 있습니다. 그런데 두 집을 제외하곤 모두 소유주는 빌라왕 으로 불렸던 40대 김 모 씨입니다. 빌라와 오피스텔 1천1백여 채를 산 임대사업자 김 씨는 두 달 전 갑자기 지병으로 숨졌습니다. 압류된 집에 살게 된 이곳 세입자들은 졸지에 보증금도 돌려받지 못한 채 발이 묶여 버렸습니다. 씨 서울 화곡동 피해 세입자 건축주가 개인으로 집주인 명의를 바꾼다고 말씀을 하셨어요. 이 사람이 임대사업자를 하고 있는지도 전혀 몰랐어요. 김 씨가 숨졌지만 경찰은 사건을 공소권 없음으로 종결하는 대신 배후 세력과 공범 가능성에 무게를 두고 수사를 이어가고 있습니다. 씨 서울 화곡동 피해 세입자 실제로 계약을 했던 피해자 중에서는 김 씨가 조금 어눌하게 이야기를 한다 이런 말도 있었어요. 혼자서 했을 리는 없을 거 같아요. 공범이 밝혀지면 피해자들은 민사 소송을 제기할 수 있겠지만 실현되더라도 먼 미래의 일입니다. 정부도 피해자를 돕기 위한 합동 법률지원 전담반을 만들었는데 피해자들은 당장 해결되는 게 없다며 답답해합니다. 씨 경기도 부천시 피해 세입자 주택도시보증공사 도 같이 따라야 하고 은행도 정부 움직임에 따라야 하는데 따라오는 게 없어요. 체감할 수 있는 게 하나도 없어서 . 충분한 자본 없이 투자했다가 집값 하락과 고금리 직격탄을 맞는 집주인들이 늘어날 경우 앞으로 피해자들은 더 늘어날 가능성이 큽니다. 강 모 씨 공인중개사 2022년도 6월부터 집값 하강기가 들어서잖아요. 빌라도. 신규 세입자가 안 들어오죠. 문제가 커질 수밖에 없죠. 이제 시작인 거죠. 이미 올해 들어 서울에서 전 월세 보증금을 돌려받지 못해 전세금 우선 변제권을 달라는 임차권등기명령 을 법원에 신청한 건수는 역대 최고를 기록했습니다. 전세 사기에 더해 매맷값이 전셋값보다 낮아져 보증금을 돌려주지 못하는 깡통 전세에도 경고등이 켜진 만큼 정부가 더 근본적인 대책을 신속히 내놓아야 한다는 지적이 나옵니다. 강민경입니다. 강민경 21 . . 빌라 전세 전세사기 빌라사기 세입자 사이언스 기사원문 . . . ... 프로그램 제작 문의 . .
314,2022-12-20,UCwRljhjVWtLqAKbsWGPU_OA,"[생생] 전세사기 의심 무더기 경찰 수사 의뢰한 정부, 주요 내용은?",생생 이슈 이터뷰 전세사기 의심 무더기 경찰 수사 의뢰한 정부 주요 내용은 방송일시 2022년 12월 21일 수요일 진행 최휘 아나운서 출연 김인만 부동산연구소장 전세사기 전세 보증금 94.5 생생하고 재미있는 경제 방송 상생하며 따뜻한 경제 방송 최고의 입담이 쉽게 풀어주는 경제뉴스와 친절한 설명이 있는 라디오 생생경제 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 라디오 생생경제 월 금 15 00 16 00 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 생생경제 참여마당 . 3 6 라디오 생생경제 홈페이지 . 3 5 라디오 생생경제 다시듣기 . 2 라디오 생생경제 인터뷰 전문보기 . 30 5 라디오 페이스북 . . 라디오 홈페이지 . . . 홈페이지 . . .
300,2022-12-21,UC4FGp2G46qPvWdPrN4b8H_w,"전세사기의 기술, 날짜를 잘 맞 추어야! 전세금사기 전입신고 '다음 날 효력' 악용",2년전 전세사기 대란이 발생하기 전 조짐이 있을때 전세사기를 조심하자는 의미에서 라이브방송했습니다. 중요내용만 편집했습니다.
303,2022-12-21,UCQOxUtjZJAQpxCIqBgfoCRA,(사기)알고도 당하는 금융사기의 무서운 함정!전세사기..코인사기... (금융수문장 김정철 변호사),오늘은 변호사 김정철님과 함께 금융사기의 모든것 가상화폐사기와 전세사기에 대하여 이야기 해보았습니다 테라루나 사건과 빌라왕 사망사건 사람들이 사기를 당할수 밖에 없었던 이유들 지금 확인해 보시죠 금융사기 가상화폐 루나코인 빌라왕
