,작성일,작성자,제목,내용
555,2022-08-08,UC3N8rtdujsXn7BAjH9k3kMA,[이슈&피플] 당진시 ′청년정책 서포터즈′ 출범,이슈 피플 당진시 청년정책 서포터즈 출범
554,2022-08-08,UCLS6XTl_IqM-1cPkQehX0Iw,[JIB뉴스] 함께 고민하고 만들어가는 당진시 청년정책 l 220808,당진시 청년들의 의견을 대변하고 직접 정책을 수립 할 제1기 청년정책 서포터즈 발대식을 청년타운 나래에서 개최했습니다. 오성환 당진시장과 관련기관 관계자 청년정책 위원회 등 이 참석한 가운데 만18세 39세의 다양한 직업군으로 구성된 총 8명의 서포터즈가 선발됐으며 위촉식이 진행됐습니다. 청년정책 서포터즈는 4개의 분과로 나눠 구성됐으며 소통 자치 행정과 문화 복지 보건 또 경제 환경 농업 마지막으로 건설 도시 교통으로 운영됩니다. 이번 발대식을 시작으로 청년 문제 및 정책에 대한 의제를 직접 발굴하고 다양한 의견을 제출하는 등 당진시 청년정책 수립을 위한 전 과정에 참여해 활동을 이어나갈 예정입니다. 이날 민선8기 시장에게 바란다 를 사전접수 받아 오성환 시장과 청년들이 소통하는 시간이 마련됐습니다. 당진시 청년정책 서포터즈는 청년층의 고민을 나누며 실용적 의견을 수렴할 수 있는 통로가 될 것으로 기대돼 앞으로의 행보에 집중되고 있습니다.
553,2022-08-09,UCgdZeqgyKQL1durJSAsFAnw,하루하루 행복한 ?? 전라남도 청년부부 이야기 ?? 오감만족 청년정책,청년으로 살면 행복한 전라남도의 일상 감만족 청년정책 자세히 알아보기 . . . 전남청년 희망디딤돌통장 취업자주거비지원 결혼축하금 청년마을 문화복지비
552,2022-08-12,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 썰-바이벌] #4. 100% 리얼 독립 청년인 나도~ 이제 주거 안정!,매달 높은 월세로 인해 저축도 어려운데 초라한 통장을 보며 자괴감만 쌓이던 그때 옆자리 대리님으로부터 알게 된 청년정책으로 꿈꾸던 집을 얻고 고민을 해결했다는데 지금 바로 확인해보세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030
551,2022-08-12,UCJPKwEaRF5KTaHp2FPnQBvQ,"[청년정책 썰-바이벌] #1. 취업 포기 직전, 발견한 것은?",계속되는 취업 실패로 무기력해진 32세 청년이 취업 포기 직전에 발견한 것은 지금 영상으로 확인해보세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 청년정책조정실 청년애니메이션 청년정책썰 청년썰바이벌
550,2022-08-12,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 썰-바이벌] #3. 이직이 하고 싶은데 비전공자라고? 야! 너도 IT 업계 취업할 수 있어!,분야로 이직은 하고 싶지만 비전공자라 고민투성이인 현실 속 친구에게 걸려온 전화 한 통. 그 이후 청년은 무료로 교육을 받고 이직의 기회까지 얻게 되었다는데 지금 바로 확인해보세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030
549,2022-08-12,UCJPKwEaRF5KTaHp2FPnQBvQ,"[청년정책 썰-바이벌] #5.멀고 험난한 출근길, 이제 출퇴근 교통비 걱정 끝!",산업단지 중소기업에 다니는 청년. 직장에 대한 자부심은 높지만 불편한 교통편 때문에 스트레스가 이만저만이 아니었다는데... 청년정책으로 출퇴근 걱정은 덜고 덕분에 일도 술술 잘 풀린다는 이 청년의 이야기가 궁금하다면 지금 바로 확인해보세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030
542,2022-08-16,UCwRljhjVWtLqAKbsWGPU_OA,가죽 공방 ➡️ 경기도 의회 청년 입장에 선 최연소 여성 선출직 #최연소 #청년정책 #경기도의회 [YTN 뉴스FM 슬기로운 라디오생활],뉴스 라디오 94.5 뉴스 슬기로운 라디오생활 방송 일시 2022년 8월 17일 수요일 진행 이현웅 아나운서 출연 장윤정 경기도의회 의원 당신에게 꼭 필요한 생활정보 슬기로운 라디오생활 윤석열 윤석열취임100일 기자회견 반지하 김동연 수해복구 반지하대책 임대주택 청년상인 청년정책 경기도의회 대마초 태국여행 대마아이스크림 대마초음식 마약 마약사범 대마초합법 발명왕 특허청 대한민국학생발명전시회 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 슬기로운 라디오생활 10 30 11 30 슬기로운 라디오생활 홈페이지 . 33 슬기로운 라디오생활 프로그램 소개 . 4 2 슬기로운 라디오생활 인터뷰 전문 . 슬기로운 라디오생활 오늘의 방송내용 . 슬기로운 라디오생활 다시 듣기 . 2 4 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 라디오 페이스북 . .
544,2022-08-16,UCJPKwEaRF5KTaHp2FPnQBvQ,"[청년정책 A/S 토크쇼] #1. 채용과정, 고용관계에서 겪는 부당·애로사항 개선 1탄",다양한 청년들의 진짜 이야기를 담은 솔직 발랄한 청년정책 속터뷰가 시작된다 청년정책 토크쇼 첫 번째 주제는 바로 채용과정 고용관계에서 겪는 부당 애로 사항입니다. 청년들이 겪은 부당함과 애로사항 관련 청년의 솔직하고 생생한 이야기와 청년 생활체감형 제도개선에 대해 보다 자세히 알고 싶다면 지금 바로 확인해 보세요. 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ... 본 영상은 코로나19 방역수칙을 지키며 촬영했습니다.
543,2022-08-16,UC02QEY0SPjAtOM8C4XBaG3g,[기획영상] 따뜻한 밥한끼! 안양 정식당입니다~ #청년정책#청년창업펀드,정식하나 주세요 그들에게 필요한 정식은 무엇일까요 따뜻한 밥한끼 드시러 안양 정식당 으로 오세요
546,2022-08-16,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 A/S 토크쇼] #5. 취약청년 지원 및 청년정책 접근성 확대,할 말 많은 청년들이 솔직한 얘기를 전하기 위해 모인 속터뷰 현장 청년정책 토크쇼 마지막 주제는 바로 취약청년 지원 및 청년정책 접근성 확대 방안입니다. 이번 청년 생활체감형 제도개선을 통해 청년정책의 지원을 조금 더 가까이서 받을 수 있게 된 청년들의 솔직하고 생생한 이야기를 보다 자세히 듣고 싶다면 지금 바로 확인해 보세요. 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ... 본 영상은 코로나19 방역수칙을 지키며 촬영했습니다.
547,2022-08-16,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 A/S 토크쇼] #3. 청년 전세불안 완화 및 채무부담 경감을 위한 제도개선,할 말 많은 청년들이 솔직한 얘기를 전하기 위해 모인 속터뷰 현장 청년정책 토크쇼 세 번째 주제는 바로 청년 전세불안 완화 및 채무 부담 경감을 위한 제도개선입니다. 청년들이 겪는 전세 불안 채무 부담 관련 청년의 솔직하고 생생한 이야기와 청년 생활체감형 제도개선에 대해 보다 자세히 알고 싶다면 지금 바로 확인해 보세요. 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ... 본 영상은 코로나19 방역수칙을 지키며 촬영했습니다.
548,2022-08-16,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 A/S 토크쇼] #4. 청년들의 다양한 미래설계 지원 및 취창업 기회 확대,할 말 많은 청년들이 솔직한 얘기를 전하기 위해 모인 속터뷰 현장 청년정책 토크쇼 네 번째 주제는 바로 청년들의 다양한 미래설계 지원 및 취창업 기회 확대 방안입니다. 취 창업 등 우리 청년들의 미래와 관련된 지원과 기회에 대한 청년의 솔직하고 생생한 이야기와 청년 생활체감형 제도개선을 보다 자세히 알고 싶다면 지금 바로 확인해 보세요. 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ... 본 영상은 코로나19 방역수칙을 지키며 촬영했습니다.
545,2022-08-16,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 A/S 토크쇼] #2. 청년 인턴제도에서 겪은 부당·애로사항 개선 2탄,할 말 많은 청년들이 솔직한 얘기를 전하기 위해 모인 속터뷰 현장 청년정책 토크쇼 두 번째 주제는 바로 청년 인턴제도에서 겪은 부당 애로 사항입니다. 청년 인턴제도 과정에 대해 아주 잘 알고 있거나 하고 싶은 말이 많은 청년들이 부당함과 애로사항에 대해 보다 솔직하고 진솔하게 전한 이야기와 청년 생활체감형 제도 개선에 대해 자세히 알고 싶다면 지금 바로 확인해 보세요. 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ... 본 영상은 코로나19 방역수칙을 지키며 촬영했습니다.
541,2022-08-18,UCJPKwEaRF5KTaHp2FPnQBvQ,[#내가 만난 청년정책] 청년부부의 내집 마련 디딤돌,내가 만난 청년 정책 . 2년차 청년부부의 내집 마련기 . 디딤돌 대출 . 청년정책으로 내집 마련에 성공한 청년부부의 이야기를 들려드립니다.
540,2022-08-18,UCJPKwEaRF5KTaHp2FPnQBvQ,[#내가 만난 청년정책] 미취업 청년의 든든한 지원군,아르바이트하랴 공부하랴 취업준비하랴 고단했던 취준생에게 큰 힘이 되어준 청년구직활동지원금 대한민국의 미래 청년들의 힘찬 시작을 응원합니다. 힘내라 청춘
539,2022-08-18,UCJPKwEaRF5KTaHp2FPnQBvQ,[#내가 만난 청년정책] 청년 엄마가 나를 찾아가는 과정,경력단절 엄마가 다시 나를 찾아가는 과정 청년예술가 육성지원을 통해 꿈을 계속 이어가는 청년 엄마 청년 엄마가 나 를 찾아가는 이야기를 들려드립니다.
538,2022-08-18,UCJPKwEaRF5KTaHp2FPnQBvQ,"[#내가 만난 청년정책] 기대하세요, 청년의 삶이 바뀝니다",청년 정책은 청년들이 마음껏 꿈 을 펼칠 수 있도록 주거 복지 일자리 등 다양한 분야에서 일상을 응원합니다 . 청년들이 이야기하는 청년 정책 함께 들어볼까요
537,2022-08-18,UCJPKwEaRF5KTaHp2FPnQBvQ,[#내가 만난 청년정책] 농작물과 함께 자라는 청년농부의 꿈,막막하기만 했던 청년 농부 의 파란만장 귀농이야기 그 중심에는 청년창업농이 있었습니다 영화촬영팀부터 농부가 되기까지 청년 농부의 이야기를 전해드립니다.
536,2022-08-18,UCJPKwEaRF5KTaHp2FPnQBvQ,[#내가 만난 청년정책] 사회초년생을 위한 행복 보금자리,아나운서가 회사원이 될 수밖에 없었던 이유는 주거와 생활비문제로 꿈을 접은 청년들 꿈을 쫓기에도 부족한 시간 이제 행복주택에서 걱정은 접어두고 꿈을 향해 달려보세요
532,2022-08-22,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 썰-바이벌] #6.청년들을 위한 국가 프로젝트?! 공공데이터 청년인턴,확신할 수 없는 막막함 속에서 불투명한 삶을 이어가고 있는 청년 급변하고 있는 디지털 시대에 데이터 업무를 배워 취업해야겠다는 생각을 하는데... 공공데이터와 관련된 교육은 물론 직무체험의 기회와 전문가의 기술 상담 취업지원 연계 등 다양한 프로그램을 제공하는 국가프로젝트 이 정책을 활용한 청년의 이야기가 궁금하다면 지금 바로 확인해보세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ...
535,2022-08-22,UCJPKwEaRF5KTaHp2FPnQBvQ,[이벤트] 제 3회 청년정책 찐팬 인증 듣기평가??,청년정책 찐팬 인증 듣기평가 요즘 가 장 한 청년정책 듣기평가 풀면 맛있는 빙수 를 선물로 드림 참여방법 청년정책 채널 팔로우하기 게시물 댓글란에 정답 작성하기 정답자 중 3명을 뽑아 명예 청정이 타이틀을 부여합니다. 친구를 많이 태그하면 당첨 확률 상승 기간 8.23. 화 8.29. 월 발표 8.31. 수 경품 할리스 1인 애플망고 치즈케이크 빙수 3명 참여 확인을 위해 공개계정만 참여 가능합니다. 참여 확인을 위해 이벤트 기간 동안 계정 이름을 바꾸지 말아 주세요. 경품 발송을 위해 당첨자에게 개인정보 수집 및 활용을 요청할 수 있습니다. 참여 댓글 중도 삭제 시 당첨이 취소됩니다. 이벤트 청년정책이벤트 팔로우 댓글이벤트 태그이벤트 퀴즈이벤트 팔로우이벤트 취준생 대학생 직장인 자취 자취러 자취생 자취꿀팁 자취생이벤트 월세 월세꿀팁 월세이벤트 청년월세특별지원 청년정책 청년정책사용설명서
534,2022-08-22,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년시점] #2. 청년정책 조정위원회 민간위원 김지윤님,청춘의 시점으로 바라보는 청년들의 진짜 이야기 지금 시작합니다 청년 인터뷰 청년시점 두 번째 주인공은 청년정책조정위원회 실무위원으로 활동 중인 참여하는 청년 김지윤님입니다. 그녀가 이야기하는 청년정책 그리고 청년 참여 권리의 중요성에 대해 알고싶다면 채 널 고 정 해주세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030 ... 본 영상은 코로나19 방역수칙을 지키며 촬영했습니다.
533,2022-08-22,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책 썰-바이벌] #2. 혼자 하는 취업준비? 우왕좌왕하기 일쑤! 취업준비 혼자하기 힘들다면?,두드려라. 꿈이 열릴 것이다 혼자 하는 취업준비로 우왕좌왕하던 청년이 발견한 문. 그 문을 두드리자 일어난 일은 지금 영상으로 확인해보세요 청년정책 이야기가 더 궁금하다면 인스타그램 . . 페이스북 . . 2030
531,2022-08-23,UCvgc6_3blM9JwUfFOMCs39A,청년정책이 한 가정에 한줄기 햇빛이 되어준 이야기,창원청년정책 창원 실제이야기 우리 주변 이웃의 이야기입니다. 힘든 상황임에도 포기하지 않고 열심히 이겨내고 있습니다. 많은 응원과 격려 부탁드리겠습니다. 미디어헬퍼 저작자와의 협의 및 동의가 없는 영상의 사용을 금합니다. 제작 및 문의 9888 .
530,2022-08-24,UC_WDWmHBM9_Ysjv9gr2UIVQ,울산시 청년 정책에 대한 청년 생각은 220824,앵커멘트 청년층의 탈울산 행렬은 울산 미래의 가장 큰 아킬레스건인데요 그렇다 보니 울산시가 다양한 지원책을 쏟아내고 있는데 이에 대한 청년들의 생각을 엿볼 수 있는 자리가 마련됐습니다. 배대원 기잡니다.
529,2022-08-24,UCWGk_-J9WJxgFBAgJXi4ilA,"[JTV 8 뉴스] ""전북도 청년정책 부서 축소안...정책 후퇴 우려""",전주방송 뉴스 뉴스 전주방송 전주방송뉴스
528,2022-08-25,UCcUJw9EReJ66LYmz9ITRVEA,[서구꿀팁 8화] 청년맨과 알아보는 서구 청년정책 꿀팁ㅣ청년의 날ㅣ서구청년 혜택모음,빠밤 9월 17일 청년의 날을 기념한 청년 특집 청년에 진심인 서구가 준비한 청년정책들 입 벌려 혜택 들어간다 . 혜택 받고 싶은 청년이라면 청년의 날을 제대로 즐기고 싶은 청년이라면 이 영상을 주.목.하.라. 서구는 33살 청년 그 잡채... 헷 이번 영상은 청년주간 을 기획하고 홍보 운영하는 청년 팀 과 함께합니다 00 12 청년센터 서구1939 운영 9월 24일 개관 라운지 팝업전시장 공유주방 등 청년이 다양한 일상을 만들어갈 수 있는 곳 위치 가정동 에이스타워 6층 봉오재3로94번길 19 서구 청년이라면 누구나 이용가능 01 47 청년 자격증 응시료 지원 사업 1인당 연 1회 10만원 내 시험 응시료 실비 지원 어학 한국사 국가자격증 등 시험 응시 후 신청 02 50 인천형 청년 월세 지원 사업 월 최대 20만원 최대 12개월 월세 지원 신청기간 2022. 8. 22. 2023. 8. 21. 02 59 제2회 청년주간 프로그램 9. 17. 18. 잠시 세어도 9. 22. 24. 검단에서 가좌까지 서구대장정 9. 17. 24. 서구청년 예술이야 자세한 사항은 서구청 홈페이지를 확인하세요 문의 서구청 공동체협치과 청년지원팀 032 560 0882 0888 음원 출처 영오닐 . 0 1
527,2022-08-26,UCwIA7HHp4DAuGCRG0O8cSTg,"""전북도 소상공인 이어 청년도 홀대?""…청년정책 전담부서 축소안 빈축",전북도가 민선 8기 조직개편안을 추진하고 있는데요 이번 조직개편안 가운데 청년정책 전담 부서를 축소시키는 계획안이 담겨 있어 비난을 받고 있습니다. 소상공인 지원 부서가 부족하다는 지적에 이어 청년정책까지 소홀해질 것이라는 논란이 일고 있습니다. 소상공인 청년정책 민선8기
526,2022-09-01,UCboJhXNpjKROxeOsjvkyk9w,[공사다망]ep.1 ESTJ MZ공무원의 일상 탈출 브이로그 어렵ㅠ/갭이어/청양/청년정책/감동일기,공적으로 사적으로 다망하더라도 끝까지 나는 내 갈길을 가겠다는 세대 공무원의 좌충우돌 브이로그 체험담 1탄 청년정책과의 황인성 주무관이 세상에서 가장 조용한 브이로그를 만들었습니다. 소리없이 강한 브이로그 . 갭이어
525,2022-09-02,UCev47mZSefA6nM--tDxcxVA,대한민국 청년정책,대한민국 청년정책 청년이 바라는 희망 공정 참여와 동행합니다 청년 청년정책 청년의날 대한민국 정부 . 32 7 8
524,2022-09-06,UCx7D8prcWx7m8qy2xEiT7pA,"[G1뉴스] 강원도, 청년정책 대수술..""수요자 중심으로""",1방송 강원도뉴스 8뉴스 앵커 강원도가 내년 강원특별자치도 출범 원년을 맞아 청년을 위한 다양한 일자리 정책을 추진합니다. 방향은 공급자가 아닌 수요자인 청년 중심으로의 사업 재편입니다. 모재성 기자의 보도입니다. 리포터 올해 졸업반인 취업 준비생 김용신 씨. 강원도에서 나고 자라 도내 취업을 희망하고 있지만 일자리가 많이 없어 걱정입니다. 최근에는 어쩔 수 없이 서울쪽을 알아보고 있습니다. 인터뷰 현재 도내에는 특정 분야를 제외한 다른 분야에 있어서 강점이 있는 향토 기업이 아무래도 부족하다 보니까 수도권으로 이제 학생들이 취업 준비하는 데 있어서 더 편중되는 것이 사실인 것 같습니다. 강원도 청년 유출은 심각합니다. 최근 5년간 도내 전체 인구는 늘고 있지만 청년 유출은 가속화되는 상황입니다. 지난해에도 강원도 인구는 6천6백여 명 늘었지만 20대는 4천5백여 명이 줄었습니다. 대부분 일자리를 찾아 수도권 등 다른 지역으로 떠나는 것으로 풀이됩니다. 이에 대해 강원도가 청년들이 체감할 수 있는 정책들이 포함된 강원형 청년 일자리 정책을 새롭게 추진합니다. 정책의 핵심은 단발성 지원 위주의 공급자 중심에서 벗어나 수요자인 청년들의 눈높이에 맞는 정책으로의 전환입니다. 우선 신규 사업으로 청년창업 자금 5천만 원을 최대 5년 무이자 대출로 지원하고 근로 청년이 매월 10만 원을 저축하면 도시군이 10만 원을 매칭해 적립하는 디딤돌 2배 적금 사업도 시행합니다. 또 미취업 청년의 구직활동을 지원하는 사업은 확대하고 대기업과 연계한 도내 대학 학과 신설도 추진합니다. 특히 내년부터 청년 지원의 거점이나 소통 창구 역할을 할 강원도 청년센터 와 청년 포털 이 운영됩니다. 인터뷰 지역 인재들이 도시로 유출되고 있는 아주 심각한 상황입니다. 청년의 시각에서 청년의 눈높이에 맞게 청년이 체감할 수 있는 그런 청년정책을 속도감 있게 추진하겠습니다. 수요자 중심으로 전환하겠다는 강원도의 청년 정책이 효과를 거둘 수 있을지 주목됩니다. 1뉴스 모재성입니다. 모재성 기자 1750 1 . . 1방송. . 무단 전재 및 재배포 금지.
523,2022-09-07,UCRA5hbjN2NDxzNxXZkOAmKg,"전북도, 청년정책 전담부서 축소안 철회 | 전주MBC 220907 방송",정태후 기자의 더 많은 기사를 보고싶다면 . . 65... 새로운 조직개편을 통해 청년정책 전담부서를 축소하려 했던 전라북도가 이를 철회했습니다. 전라북도가 입법예고한 조직개편 최종안에는 기존 기획조정실 산하 대도약청년과를 대신해 일자리경제국 산하에 청년정책과를 신설하는 것으로 조정됐습니다. 전라북도는 당초 조직개편을 통해 과 단위였던 청년정책 전담부서를 팀 단위로 축소하려 했다가 시대정신에 역행한다는 비판을 받은 바 있습니다. 전북 청년정책 축소철회
517,2022-09-16,UCDBTesvGqBsob4BsOc41hqA,더 새롭게 변화될 경기도 청년정책을 제안하는 '경기도 청년참여기구'를 소개합니다.,경기도 청년참여기구 제2기 발대식 일시 2022. 9. 17. 토 10 00 장소 경기도청 대강당 청년의 삶과 관련된 의제를 발굴하고 그것을 정책화하여 제안하기 위해 우리 청년들이 직접 참여하는 경기도 청년참여기구 를 소개합니다. 변화의 중심에 자리할 청년 여러분을 응원합니다. 청년의날 경기도청년참여기구 변화의중심기회의경기
516,2022-09-18,UCTHCOPwqNfZ0uiKOvFyhGwg,23일까지 청년 주간…광화문서 청년정책 박람회 / 연합뉴스TV (YonhapnewsTV),23일까지 청년 주간 광화문서 청년정책 박람회 앵커 매년 9월 셋째 주 토요일은 청년이 주인공이 되는 청년의 날 입니다. 이번 주 내내 곳곳에서 청년 주간 행사가 열릴 텐데요. 광화문 광장에서 진행 중인 청년정책 박람회에 뉴스 캐스터가 나가 있습니다. 이민재 캐스터. 캐스터 네 휴일 잘 보내고 계신가요. 저는 지금 광화문 광장에 나와 있습니다. 이곳에서는 청년들을 위한 다양한 행사가 열리고 있는데요. 각 부스마다 청년들의 발걸음이 끊임없이 이어지는 모습입니다. 드넓은 광화문 광장이 청년의 날 축제로 온통 물들었습니다. 남녀노소 할 것 없이 많은 시민들이 광장에 놓인 부스를 돌아다니며 축제를 즐기고 있는데요. 청년의 날은 지난 2020년 청년기본법이 제정된 이후 매년 9월 셋째 주에 기념하고 있습니다. 청년과 민간 정부가 함께 소통하는 자리인 만큼 청년들을 위한 다채로운 프로그램과 정보를 한 곳에서 만나 볼 수 있습니다. 청년다움 인화소와 청 연구소 청년 꿈 공작소와 같은 다양한 프로그램이 마련되어 있는 체험존에서는 청년의 나 다움 을 찾을 수 있는 기회를 제공하고요. 한덕수 국무총리와 청년들이 함께하는 특별한 토크 콘서트 전지적 청년 시점 도 열립니다. 총리 한덕수의 청년 시절 이야기와 요즘 청년들의 트렌드를 알아보고 청년들의 어려움은 무엇인지 또 어떤 꿈을 꾸고 있는지 대화를 나누는 소통의 자리입니다. 청년들의 심장을 뛰게 해줄 축제는 청년 주간인 오는 23일까지 계속됩니다. 지금까지 광화문 광장에서 연합뉴스 이민재입니다. 청년정책박람회 청년의날 청년기본법 한덕수 총리 토크콘서트 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
513,2022-09-19,UCKvnHmqJvQQ9osEO1qRz9nA,"[충북 시사토론 창] 청년의 날, 청년정책 진단ㅣMBC충북ㅣ220917",충북 시사토론 창 100세 시대 노인 일자리 대책은 충북 220917 청년의날 청년정책 충북
511,2022-09-20,UC02QEY0SPjAtOM8C4XBaG3g,안양시 청년정책 영상 공모전  수상작 하이라이트,안양시 청년정책 영상 공모전 수상작 하이라이트 안양 청년정책에 관심 있고 영상 제작에 관심이 있는 많은 분들이 참신하고 독창적인 아이디어로 청년의 꿈이 현실이 되는 안양시 청년정책을 영상으로 제작해 주셨습니다 안양청년광장 홈페이지에서 수상작 총 9편 모두 시청 가능합니다 안양청년광장 홈페이지 11. 15 최우수 애드마인 청년정책에 환호하는 청년 그대들의 꿈을 위하여 우수 저스트원 엔터테인먼트 나는 꿈꾸는 안양시 청년입니다. 장려 달우주 안양시와 함께하는 취업성공 스마트냥 청년정책 서포터즈가 소개하는 청년친화도시 안양 입선 임은수 청년문제 혼자 고민하는거 안양 황정민 한 끗 차이 강윤희 안양청년이 안녕하도록 헤브어나이스안양 너를 응원하는거 안양 정가연 안양시 청년정책과 함께하는 포동이의 꿈 이루기 청년특별도시 안양 청년정책 공모전
510,2022-09-21,UCNj6spGrrNxCS8mkSZp8Zyw,"☑220921 오늘광주는 : 광주시, 청년정책 업그레이드 나섰다",220921 오늘광주는 광주시 청년정책 업그레이드 나섰다
509,2022-09-22,UCexUyFaq9YH7XJfCQzVR_jg,모아봤.zip 꼭 알아야 하는 교육분야 청년정책! [교육부 국민 서포터즈],대한민국 청년이라면 모두 집중 등록금부터 취 창업 디지털 지역 인재양성까지 우리가 궁금해하는 청년 정책을 국민 서포터즈가 알려준다고 합니다 1분으로 설명하는 2022년 교육분야 청년 정책 어떤 내용이 있을지 궁금하지 않으신가요 자세한 내용은 영상으로 만나볼까요 일반고 직업교육 위탁과정 참여 고3 학생 포함 취 창업 지원 사업 확대 교육부 2022년 국민서포터즈 누리울림 청년 청년정책 등록금 장학금 취업 창업 디지털 디지털인재 인재양성 지역인재 직업교육 교육정책 다양한 교육이야기와 꼭 필요한 교육정보가 있는 교육부 채널 구독과 좋아요를 눌러주세요 교육부 홈페이지 . . . 교육부 블로그 . . 교육부 페이스북 . . 교육부 트위터 . 교육부 인스타그램 . .
508,2022-09-26,UCd8RAZth9APZvm9kQRSUNHA,"청년 정책으로 돈 모으고 혜택보는 사회초년생 vlog [대학생, 초년생 필수 시청] /청년웰컴박스/ 청년수당, 월세지원금 등 소비 꿀팁 방출",청년웰컴박스 청년웰컴키트 소비요정 소비요정현동 서울시 서울청년정책 청년정책 서울영상크리에이터 청년 정책으로 돈 모으고 혜택보는 사회초년생 대학생 초년생 필수 시청 청년웰컴박스 소비요정 꿀팁 방출 안녕하세요 소비요정 현동이입니다. 이번 영상은 서울영상크리에이터 대외 활동으로 제가 직접 선정한 서울시의 정책 행사를 소개하는 콘텐츠입니다. 청년웰컴박스 신청 사이트 . . . ...
507,2022-09-27,UCli8R56d2rucoSRqzwT6x-g,"[광주뉴스] ˝광주시의회, ´청년정책 발굴´ 청년특별위 운영, 나 몰라라˝",여러분의 소중한 제보를 받습니다. 카톡 대전 뉴스 광주 광주방송 한강 영등포 서울뉴스 대구 대구방송 문서 및 파일 사진 동영상도 제보하실 수 있습니다. 홈페이지 . . . 유튜브 채널 구독 . . 8... 무단 전제 및 재배포 금지 온라인콘텐츠의 부분발췌 상업적 이용 등 무단사용을 금합니다. 관심뉴스는 재생목록에 넣기 나중에 보기 공유하기 등을 활용해주세요 광주시의회 뉴스
506,2022-09-30,UCPrUrELn0HR4B6dmpC-T3eQ,[2022 서울 청년정책 콘테스트] 정책 오디션 청년 그리다 | 결승전 예고,서울을 바꿀 청년들의 정책 오디션 대망의 결승전이 시작됩니다 2022년 10월 4일 오후 8시 조선에서 방송됩니다 우승의 주인공이 궁금하다면 모두 놓치지 말고 본.방.사.수 청년정책콘테스트 청년행복프로젝트 정책오디션 서울청년정책 청년정책 결승전 오디션 조선 정책오디션 청년그리다 본방사수 서울특별시 청년 몽땅 정보통 . . . 페이스북 . . . ... 인스타그램 . . .... 네이버 포스트 . . 네이버 블로그 . . 트위터 .
505,2022-10-01,UCuw1hxBo5mDVUhgMzRDk3aw,청년들의 아이디어로 서울시를 바꾼다!_2022 청년정책 콘테스트 서울_그리다 1회 예고 TV CHOSUN 221004 방송,청년들의 아이디어로 서울시를 바꾼다 약자와의 동행을 위해청년의 꿈과 미래를 위해더 나은 삶과 환경을 위해톡톡 튀는 아이디어 대격돌 누가 정책 오디션의 왕좌에 오를 것인가 10월 4일 화요일 저녁 8시 방송
504,2022-10-03,UCq7af5lj-gUy1qeN9DlNI9g,"③오언석 ""도봉구 핵심 사업 3가지 '재건축·소상공인·청년 정책'...반드시 해낼 것""",오언석 도봉구청장이 지난 27일 서울 도봉구청에서 뉴스핌과 인터뷰를 가졌다. 이날 오 구청장은 구민들에게 드릴 말씀에 대해 묻자 고도제한 해제를 통한 재건축 재개발 소상공인 자영업자 위한 기업정책 청년 정책 이 세 가지만큼은 반드시 해내겠다 고 답했다.
