,작성일,작성자,제목,내용
134,2023-05-01,UComhAmtkBwTPF_PvwN8Gc6w,"[오후뉴스 모음집] 퇴직 후 국민연금 월 200만원 이상 3배 늘었다｜의사 등 단체 간호법 반발｜유동규 ""성남도공 채용, 정진상에 직접 보고"" / OBS 경인플러스",퇴직 후 국민연금을 매달 200만 원 이상 받는 사람이 지난해 말 5천 명 대에서 올해 들어 3배 가까이 늘어난 것으로 조사됐습니다. 국민연금공단에 따르면 올해 1월 말 기준으로 월 200만 원 이상의 노령연금을 받는 수급자는 1만5천290명에 달했습니다. 작년 12월 말 기준 5천410명이었던 월 200만 원 이상 수급자가 해가 바뀌면서 1개월 만에 2.8배로 증가한 것은 지난해 5.1 의 급격한 물가상승률이 반영돼 국민연금 수급액이 크게 늘어난 것으로 풀이됩니다. 의사 간호조무사 등 단체가 국회를 통과한 간호법 제정안에 대해 대통령 거부권을 촉구했습니다. 13개 보건의료단체가 참여한 보건복지의료 연대는 3일 1차 연가투쟁에 이어 11일에도 2차 연가 단축진료 투쟁에 나설 계획입니다. 간호법 재논의 요구가 받아들여지지 않는다면 오는 17일 연대 총파업을 통해 수위가 높은 투쟁을 불사하겠다고 했습니다. 유동규 전 성남도공 본부장이 대장동 사업 공모 준비 과정에서 민간업자 사람을 성남도공에 취직시키는 과정을 정진상 전 실장에게 직접 보고했다고 증언했습니다. 유 전 본부장은 서울중앙지법 형사합의23부 심리로 열린 정 전 실장의 공판에 증인으로 출석해 남욱 변호사에게 정민용 변호사 등을 실무자로 성남도공에 채용시켜달라고 부탁받았다 며 정 전 실장에게 이력서까지 줬다 고 말했습니다. 이어 정 변호사가 국민의힘 보좌관 출신이라 도움이 될 거 같다고 하니 정 전 실장이 좋다 고 답했다 고 덧붙였습니다. 뉴스 채널 구독하기 . 3660 1 뉴스 기사 더보기 . . . 모바일 . . . 뉴스 제보하기 이메일 . . 전화 032 670 5555 국민연금 월200만원 3배
126,2023-05-01,UCMwehOLQTRJyyrQpAiH5Oiw,간호법 폐기...2023.05.01.월..#shorts  #면허 #공공의대,면허 공공의대
140,2023-05-01,UCTHCOPwqNfZ0uiKOvFyhGwg,"대통령실, 간호법 거부권 여부에 ""의견 수렴해 결정"" / 연합뉴스TV (YonhapnewsTV)",대통령실 간호법 거부권 여부에 의견 수렴해 결정 국회에서 야당 주도로 처리된 간호법 제정안에 대한 거부권 행사 여부와 관련해 대통령실은 관련 단체 의견을 수렴하고 당정회의를 거쳐서 숙의한 다음 결정할 것 이라는 입장을 밝혔습니다. 대통령실 관계자는 오늘 1일 브리핑에서 일반적인 원칙 하에서 검토를 시작하지만 각각의 법안에 대한 특수성도 고려할 것 이라며 이같이 말했습니다. 이 관계자는 윤석열 대통령과 야당 지도부와의 회동 가능성에 대해선 여야 원내대표들 간에 합의가 된다면 대통령실로서는 마다할 이유가 없다 고 밝혔습니다. 방준혁 기자 . . 대통령실 간호법제정안 거부권 의견수렴 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
125,2023-05-01,UCSd6jlFPB6iVG3eCTH7XJZA,"윤재옥 ""간호법 관련해 민주당, 간호조무사 협회장에 총선 이길 거니 반대하지 말라고 해""",윤재옥 간호법 총선 윤재옥 국민의힘 원내대표가 23년 5월 2일 서울 영등포구 여의도 국회에서 열린 원내대책회의에서 발언하고 있다. 편집. 공민식 촬영. 김경민 아래 주소를 클릭하셔서 구독 과 좋아요 를 눌러 시사포커스를 키워 주십시오. 시사포커스 구독하기 . 2 시사포커스 기사제보 02.323.2223 02.323.1616 01 . . 여러분의 자율구독료는 시사포커스 에서 좋은 방송을 만드는데 큰 도움이 됩니다. 시사포커스 후원방법 후원 1877 1619 자율구독료 국민은행 463501 01 278662 일간시사신문 해외 자율구독료 국민은행 463501 01 278662 일간시사신문 출처를 밝히더라도 영상 재가공 무단 복제 재배포 등 모든 것 을 허용하지 않습니다. 이를 어길시 모든 법적 책임은 무단 사용자에게 있음을 분명히 밝힙니다
139,2023-05-01,UCkinYTS9IHqOEwR1Sze2JTw,"의료연대, '단체 행동' 예고…""간호법 재논의"" 촉구 / SBS",앵커 간호법과 의사 면허 취소법에 반발하는 보건복지 의료연대 13개 단체가 오늘 2일 기자회견을 열고 단체 행동을 예고했습니다. 내일 오후 연가 투쟁과 대규모 집회를 열고 간호법 등이 재논의되지 않을 경우 17일 총파업하겠다고 선언했습니다. 남주현 기자가 전해드립니다. 기자 보건복지 의료연대가 공개한 첫 번째 단체 행동은 연가 투쟁과 대규모 집회입니다. 내일 서울 국회의사당 앞을 비롯해 전국 각 시도에서 간호법 면허박탈법을 강행 처리한 더불어민주당 규탄대회 를 엽니다. 환자 불편을 최소화하기 위해 서울에서는 오후 5시 반에 집회를 시작하는데 의사 간호조무사뿐 아니라 방사선사 응급구조사 요양보호사 등 여러 직군이 연가를 내거나 단축 진료하는 방식으로 참여할 예정입니다. 이어 오는 11일 2차 연가 투쟁과 단축 진료를 하고 간호법 재논의가 이뤄지지 않을 경우 수위를 높여 오는 17일 총파업을 하겠다는 계획입니다. 또 1년 넘게 해온 국회 앞 릴레이 1인 시위는 용산 대통령실 앞으로 장소를 옮겨 계속 이어가기로 했습니다. 보건복지 의료연대가 대규모 단체행동을 예고한 건 간호법이 시행되면 간호사들이 의료 기관을 떠나 지역사회 돌봄 사업에 참여할 거란 우려 때문입니다. 그 결과 동네 의원이 간호사들이 운영하는 기관과 경쟁하고 더 큰 의료기관은 간호사 인력난을 겪을 수 있다는 겁니다. 의사 외 약소 직군들은 간호법 시행으로 일자리를 잃거나 간호사의 지도를 받을 수 있다고 주장했습니다. 간호협회는 이런 우려에 대해 간호법이 다른 직역을 침탈하지 않는다는 입장을 고수하고 있습니다. 영상취재 한일상 영상편집 박정삼 더 자세한 정보 . . . 1007176236 12시뉴스 의료연대 단체행동 예고 뉴스 채널 구독하기 . . . 뉴스 라이브 . . . . . . 뉴스 제보하기 홈페이지 . . . 애플리케이션 뉴스 앱 설치하고 제보 . . . 카카오톡 뉴스 와 친구 맺고 채팅 . . 페이스북 뉴스 메시지 전송 . . 8 이메일 8 . . 문자 6000 전화 02 2113 6000 홈페이지 . . . 페이스북 . . 8 트위터 . . 8 카카오톡 . . 인스타그램 . .
138,2023-05-01,UCUyhCz469Sgzo1E0PP5Y4GQ,박명하 대한의사협회 간호법·의사면허박탈법 저지 비상대책위원장 용산 대통령실 앞 1인 시위···對민주당 투쟁 로드맵 발표 (2023.05.02.),관련기사 . . . 222705 박명하 대한의사협회 간호법 의사면허박탈법 저지 비상대책위원장이 2일 서울 용산 대통령 집무실 앞에서 간호법 폐지 요구 1인 시위를 진행했다. 박 위원장은 5월 3일 11일 17일로 이어지는 투쟁 로드맵을 발표하며 정부의 올바른 판단을 촉구했다.
137,2023-05-01,UCsU-I-vHLiaMfV_ceaYz5rQ,"'파업' 예고한 의사들…간호법, 윤 대통령 거부권 2호 될까? / JTBC 정치부회의",한국으로 돌아온 윤석열 대통령 국내 현안도 쌓여있습니다. 의사 등 보건의료 단체들이 단체행동을 예고한 간호법 이 대표적인데 민주당 주도로 본회의를 통과하면서 윤 대통령의 거부권 행사여부가 주목됩니다. 민주당 돈봉투 의혹 과 관련해선 송영길 전 대표 주변에 대한 검찰의 강제수사가 본격화했습니다. 관련 소식 류정화 상황실장이 정리했습니다. 기사 전문 . . . . 12124544 시리즈 더 보기 . . 3 1 33 4 3 파업 의사 간호법 정치부회의 국회상황실 류정화기자 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . . 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . . 방송사 . .
135,2023-05-01,UCkinYTS9IHqOEwR1Sze2JTw,"모레(3일)부터 13개 의료단체 '부분 파업'…간호법 갈등, 쟁점은? / SBS 8뉴스",앵커 간호법을 반대하는 의사 간호조무사를 포함한 13개 의료단체가 모레 3일 부터 부분 파업에 들어갑니다. 총파업으로 이어지는 게 아닌지 우려되는 가운데 그 쟁점이 뭔지 박재현 기자가 짚어봤습니다. 기자 대한간호조무사협회장이 간호법에 반대해 일주일째 단식 투쟁 중입니다. 간호조무사들이 가장 크게 문제 삼는 부분은 고등학교 졸업자로 학력을 제한한 겁니다. 보건의료 관련 전문대를 졸업해도 1년 정도 학원에 다녀야만 간호조무사 자격시험을 볼 수 있습니다. 곽지연 대한간호조무사협회장 보건 대학 졸업자도 응시 자격이 부여되지 않으니까 학교를 다니면서 야간에 학원에 또 갑니다. 그게 무슨 학교에서 학원에서 배우는 것보다 훨씬 더 많은 수준 높은 교육을 하고 있습니다. 학력 제한을 없애는 게 간호조무사들의 숙원 사업이었지만 현행 의료법의 고등학교 졸업학력 인정자 라는 문구가 계속 발목을 잡았습니다. 간호법에 이 문구가 그대로 옮겨진 건데 최근 국회 논의에서 위헌이라는 지적도 나왔습니다. 조규홍 보건복지부 장관 지난달 24일 학력 상한을 정하고 있는 법은 없는 걸로 알고 있습니다. 이건 좀 문제가 있는 법이고요. 응급구조사협회는 간호법 때문에 일자리를 빼앗길 수 있다고 우려합니다. 의사가 없는 지역사회에서는 응급구급대 등 다른 직군이 간호사의 지도를 받아야 한다고 해석될 여지가 있는 조문이 있기 때문입니다. 박시은 대한응급구조사협회 부회장 전문성을 발휘하고 있는 119구급대 해양경찰구급대 국립공원구급대 이런 모든 자리를 간호사들이 어떤 법적 제도적 규제도 없이 영역을 침해 할 수 있다. 간호협회는 교육부가 간호조무사는 고등학교나 학원에서 양성하는 게 바람직하다고 판단한 것이고 간호법이 다른 직역의 업무를 침탈하지 않는다는 입장을 되풀이했습니다. 간호법에 반대하는 13개 보건복지의료연대는 모레부터 부분파업에 돌입합니다. 병원 총파업의 핵심인 전공의들도 현재 논의 중인데 대통령의 거부권 행사 여부에 따라 수위가 달라질 전망입니다. 영상취재 박현철 영상편집 김호진 더 자세한 정보 . . . 1007175427 뉴스 간호협회 간호법 뉴스 채널 구독하기 . . . 뉴스 라이브 . . . . . . 뉴스 제보하기 홈페이지 . . . 애플리케이션 뉴스 앱 설치하고 제보 . . . 카카오톡 뉴스 와 친구 맺고 채팅 . . 페이스북 뉴스 메시지 전송 . . 8 이메일 8 . . 문자 6000 전화 02 2113 6000 홈페이지 . . . 페이스북 . . 8 트위터 . . 8 카카오톡 . . 인스타그램 . .
133,2023-05-01,UChlgI3UHCOnwUGzWzbJ3H5w,"'간호법 반대' 파업 예고에 공방 격화...대통령실 ""충분히 의견 듣겠다"" / YTN",간호조무사협회장 간호법 반대하며 단식 투쟁 윤재옥 의료계 갈등 심각 해법 고민하겠다 민주당 간호법은 윤석열 대통령 대선 공약 법안 이송 후 15일 내 재의요구권 행사 결정해야 앵커 지난달 말 야당 주도로 국회를 통과한 간호법 제정안에 반대해 의사와 간호조무사 단체들이 오는 3일부터 부분 파업을 예고하는 등 후폭풍이 거셉니다. 윤석열 대통령이 재의요구권 즉 거부권을 행사해 간호법을 다시 국회로 돌려보낼지 관심이 쏠리는데 대통령실은 관련 단체들의 의견을 충분히 듣고 결정하겠다고 밝혔습니다. 김경수 기자가 보도합니다. 기자 국민의힘 윤재옥 원내대표 등 원내지도부가 국회 앞 천막 농성장을 찾았습니다. 간호조무사의 학력 요건을 고졸로 정한 간호법 제정안에 반대하며 단식 투쟁 중인 간호조무사협회장을 만나러 온 겁니다. 윤재옥 국민의힘 원내대표 어제 병원도 다녀오셨다 그러는데 이제 단식 중단하시고 . 곽지연 대한간호조무사협회장 간호법이 얼마나 우리 간호조무사들에게 독소조항인지 국민들에게 꼭 알리고 싶습니다. 대한의사협회 등 13개 보건의료단체의 단식 농성 현장도 찾은 윤 원내대표는 의료 현장 갈등이 심각하다며 대통령에게 재의요구권을 건의하는 등 해법을 고민하겠다고 밝혔습니다. 윤재옥 국민의힘 원내대표 대통령 재의요구권 말씀 그런 거를 포함해서 다 제가 애초에 이 법 통과되기 전부터도 그렇게 얘기해 왔었고. 어떻게 풀어야 될지 고민해보겠습니다. 반면 더불어민주당은 간호법이 윤석열 대통령의 대선 공약이었다고 거듭 강조하며 압박 강도를 높이고 있습니다. 중범죄를 저지른 의사의 면허를 취소하는 의료법 개정안 역시 대통령이 거부할 이유가 없다는 입장입니다. 김민석 더불어민주당 정책위의장 대통령이 또 거부권을 행사할까요 그러면 굉장히 독특한 분이라고 봐야 되겠죠. 간호법도 본인들의 그런 공약이고 . 간호법 제정안은 오는 4일 정부로 이송될 것으로 전망되는데 윤 대통령은 이날부터 15일 안에 재의요구권 행사 여부를 결정해야 합니다. 대통령실은 국회에서 일방적으로 처리된 법안에 대한 재의요구권 행사를 검토하는 게 일반적이지만 법안의 특수성도 고려하겠다면서 관련 단체의 의견을 충분히 듣고 당정 협의도 거쳐 결정하겠다고 설명했습니다. 간호법 찬반에 따라 이해당사자들이 추가 집단행동까지 예고하며 첨예하게 맞서고 있는 가운데 미국 국빈 방문을 마친 윤 대통령이 최종적으로 어떤 결론을 내릴지 관심이 쏠립니다. 김경수입니다. 촬영기자 김정원 진형욱 영상편집 한수민 그래픽 황현정 김경수 85 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0101 202305011902026555 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
132,2023-05-01,UCwRljhjVWtLqAKbsWGPU_OA,[톡톡] 간호법’ 통과 반발 의사들 파업 예고... 반대 이유는? 5.2(화)톡톡! 뉴스와 상식/ YTN 라디오,톡톡 간호법 통과 반발 의사들 파업 예고... 반대 이유는 5.2 화 톡톡 뉴스와 상식 톡톡 뉴스와 상식 다시듣기 . . . 0245 97
131,2023-05-01,UCM8BcGB6BWKq3utIMhGKnUA,"[2023년 5월 1일 월요일 저녁 9시 생방송]  방미 홍보전, 간호법 거부권",2023년 5월 1일 월요일 저녁 9시 생방송 아미고장터 . . 촌철살인 1. 윤 대통령 지지율 40 대 돌파 2. 윤 대통령 수단 작전 참가자들 격려 3. 한미일 협력 심화 4. 워싱턴 선언은 핵통제 선언이다 5. 자진 출석 송영길의 꼼수 6. 뻔뻔한 문재인 7. 방미 홍보전 간호법 거부권 8. 박대출 정책은 정치다 9. 아직도 이런 교사가 10. 이재명 소급입법꼼수까지 용진단 이종근 실장 만만운동 농협 317 0024 5198 61 전화신청 010 9045 3010 자동이체 1877 1891 고성국 고성국 촌철살인 용진단 이종근 방미 윤석열 대통령실 워싱턴선언 송영길 검찰 녹취록 이재명 민주당 간호법 의료법 방송법 거부권 여론조사 지지율
129,2023-05-01,UCV82yZT11MnEiX9wVgcLkww,"""간호법 철폐 요구 불수용시 5월 17일 연대 총파업!"" 보건복지의료연대 총파업 로드맵 발표",간호악법 저지를 위한 13개 단체 보건복지의료연대는 오늘 2일 오전 10시 의협회관 앞에서 기자회견을 열고 투쟁 로드맵을 발표했습니다. 간호법 총파업 보건복지의료연대
128,2023-05-01,UChlgI3UHCOnwUGzWzbJ3H5w,"與 윤재옥, '간호법 반대 단식' 단체 만나 ""방법 찾겠다"" / YTN",국민의힘 윤재옥 원내대표가 간호법 제정안에 반대하며 단식 농성 중인 대한간호조무사협회장과 대한의사협회장을 찾아 각 의료 직역 단체의 입장을 재확인했습니다. 윤 원내대표는 어제 1일 국회 정문 앞에서 단식 7일 차에 돌입한 곽지연 대한간호조무사협회장을 만나 사태 해결에 최선을 다할 테니 단식을 중단해달라고 요청했습니다. 윤 원내대표는 이어 서울 용산구 대한의사협회회관 앞 농성장에서 단식 5일 차인 이필수 의협회장도 만나 국회에서 풀 수 있는 방법이 있는지 찾아보겠다고 말했습니다. 농성 현장 방문을 마친 윤 원내대표는 의료 현장에서 직역 간의 갈등이 심각하다며 여론을 더 들어보고 대통령의 재의요구권 행사 건의 등을 포함해 어떻게 할지 고민해보겠다고 설명했습니다. 김경수 85 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0101 202305020538311491 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
141,2023-05-01,UCwRljhjVWtLqAKbsWGPU_OA,"[정면승부] 양곡관리법, 간호법에 이어 방송법까지? 대통령 거부권 남발, 국힘 왜 이러나? _230501",정면 인터뷰 1. 50억 클럽 김여사 특검법 패스트트랙지정 야당 폭주 전주혜 국민의힘 의원 거부권 김건희 50억클럽 쌍특검 라디오
89,2023-05-02,UChlgI3UHCOnwUGzWzbJ3H5w,"총리 ""간호법, 여론 수렴해 거부권 건의 여부 결정"" / YTN",한덕수 국무총리는 국회를 통과한 간호법 제정안에 대해 여론을 더 신중하게 수렴해 대통령에게 거부권을 건의할지를 결정하겠다고 밝혔습니다. 한 총리는 정부서울청사에서 열린 출입기자단 백브리핑에서 간호법이 충분한 여야 간 검토를 거치지 못하고 통과된 데 대해 유감스럽게 생각한다면서 이같이 말했습니다. 그러면서 여당이 조정안을 냈었고 보건복지부도 교육과 처우개선 등 간호사가 직면하고 있는 문제 해결을 위해 노력했지만 좋은 결과를 맺지 못했다고 덧붙였습니다. 이승배 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0101 202305021729102480 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
92,2023-05-02,UCLv3v82YNNsa8EsxrcPMjGQ,[김태현의 정치쇼] 간호법 쟁점은 '지역사회'? I 낭만닥터 조사부 230503 (수),2023년 5월 3일 수요일 3부 낭만닥터 조사부 조동찬 의학전문기자 전문의 의료계 갈등 간호법 뭐길래 간호조무사 응급구조사도 반대 의료계 총파업 가능성 간호법 낭만닥터 조사부 조동찬 정치쇼 풀 버전 링크 . 7
91,2023-05-02,UCF4Wxdo3inmxP-Y59wXDsFw,"""보편적 건강보장"" ""의료 체계 붕괴""..간호법 갈등 속 의료연대 총파업 예고 - [핫이슈PLAY] MBC뉴스 2023년 5월 2일",의사와 간호조무사 등 13개 단체로 구성된 보건복지의료연대가 오는 17일 총파업을 예고했습니다. 지난달 국회 본회의를 통과한 간호법 제정안과 의료법 개정안 시행을 막기 위해섭니다. 이들은 총파업에 앞서 내일 3일 파업 1단계인 부분파업에 들어갑니다. 부분파업은 하루 연차를 쓰거나 의료기관에서 단축진료를 하는 방식으로 진행될 예정입니다. 이들은 내일 오후 전국 각 시도에서 동시다발로 규탄대회를 여는데 서울 지역은 오후 5시 반에 여의도 국회의사당역 앞에서 진행됩니다. 다만 늦은 오후에 진행하는 만큼 의료 현장의 혼란은 크지 않을 전망입니다. 보건의료연대는 이어 오는 11일 2차 부분파업을 벌이고 간호법 재논의 요구가 받아들여지지 않으면 오는 17일 총파업에 돌입하겠다고 밝혔습니다. 특히 대통령이 해당 법안에 대해 거부권을 행사하는지 여부를 지켜본 뒤 총파업 이후 일정을 논의하기로 했습니다. 만약 윤 대통령이 거부권을 행사할 경우엔 반대로 간호사들의 강한 반발이 예상돼 또 다른 갈등이 우려되고 있습니다. 간호법 의사 간호사 간호조무사 의료총파업
90,2023-05-02,UCkinYTS9IHqOEwR1Sze2JTw,김태현의 정치쇼 - 박광온 회동 거절?/尹방미 경제성과/[MZ토론] 영부인의 역할?/[낭만닥터 조사부] 간호법 논란 - 5월 3일 (수)/ SBS,김태현의 정치쇼 1부 뉴스 온더 블럭 손지은 서울신문 기자 이너 뷰 1 윤 박광온 회동 거절 이재명 패싱 때문 대통령 배우자법 추진 이유는 검찰 자진 출석한 송영길 왜 개딸 박광온 탄핵 청원 견고한 통합 가능 서영교 더불어민주당 최고위원 이너 뷰 2 산업부에 듣는 한미정상회담 경제성과 윤 미 투자계속 확대 유치 성과는 반도체법 우려는 여전 미 향하는 한 반도체 윈윈 맞나 장영진 산업통상자원부 1차관 2 3부 토론 들이 본 윤 방미와 영부인의 역할 노동절 분신 노조 간부 사망 짚어볼 점은 대통령실 태영호에 공천 거론 여 1호 청년정책 토익 유효기간 5년 장예찬 국민의힘 청년최고위원 박성민 더불어민주당 전 최고위원 류호정 정의당 의원 낭만닥터 조사부 간호법 논란 진짜 문제는 조동찬 의학전문기자 뉴스 8뉴스 실시간 으로 만나 보세요 라이브 뉴스 채널 모바일24 뉴스로 제보해주세요 홈페이지 . . . 애플리케이션 뉴스 앱 설치하고 제보 카카오톡 뉴스 와 친구 맺고 채팅 페이스북 뉴스 검색해 메시지 전송 이메일 8 . . 문자 6000 전화 02 2113 6000 뉴스 채널 구독하기 . . . 뉴스 라이브 . . .
88,2023-05-02,UCWlV3Lz_55UaX4JsMj-z__Q,"""민주당 규탄"" 3일 1차 '간호법' 파업…17일엔 400만 총파업",간호조무사 등 보건의료단체 가 예고했던대로 내일 부분파업 에 들어갑니다. 이들은 한꺼번에 연차를 내고 집회를 벌이는 방식으로 투쟁을 벌일 예정인데요 민주당을 규탄하겠다는 입장입니다. 간호법 을 강행 처리한 책임을 묻겠다는 겁니다. 또 만약 윤석열 대통령이 간호법에 거부권을 행사하지 않으면 앞으로 예정된 파업에서 수위를 높이겠단 계획입니다. .19 사실을 보고 진실을 말합니다. 공식 홈페이지 . . 공식 페이스북 . . 공식 트위터 . 뉴스제보 이메일 . 카카오톡 조선제보 전화 1661 0190
82,2023-05-02,UChlgI3UHCOnwUGzWzbJ3H5w,"직역 갈등 속 간호법 대치...""거부권"" vs ""과한 우려"" / YTN",앵커 여야도 지금 간호법 공방을 이어가고 있습니다. 민주당은 박광온 원내지도부 출범 이후 첫 의원총회에서 돈 봉투 의혹 에 연루된 의원들 거취에 대해 논의를 진행할 예정입니다. 국회 연결합니다. 조성호 기자 기자 네 국회입니다. 앵커 간호법을 놓고 의료단체들이 부분 파업에 들어가며 반발이 거센 상황입니다. 여야 입장은 어떻게 나오고 있습니까 기자 여야는 평행선 대치를 이어가고 있습니다. 국민의힘은 일방적으로 통과된 법안인 만큼 윤석열 대통령이 간호법 제정안에 대해 재의요구권 이른바 거부권을 행사해야 한다는 입장이 확고합니다. 장동혁 원내대변인은 라디오 인터뷰에서 의료대란이 현실화하고 있다며 간호법이 직역 간 갈등을 유발할 뿐 아니라 의료법 체계 깨뜨릴 수 있다고 주장했습니다. 간호사 처우 개선 필요성은 정부여당도 충분히 공감하고 있고 현행 의료법 체계 안에서도 해결할 수 있다고 강조했습니다. 반면에 민주당은 보건의료단체들이 우려하는 일은 일어나지 않을 거라며 여론전 이어가고 있습니다. 보건복지위원회 소속인 신현영 의원은 같은 방송에 나와서 의료행위는 의료기관 안에서 하게 돼 있다며 이같이 말했는데요. 간호사 단독 개원을 가능케 한다는 논란이 제기된 지역사회 간호 서비스 와 관련해서는 향후 찾아가는 의료와 간호사 활동을 위한 근거를 만드는 것이고 단독 개원은 법이 통과했다고 실현 가능하지 않다고 반박했습니다. 앵커 전세사기 특별법 논의는 어떻게 되고 있습니까 기자 국회 국토교통위원회는 지난 1일 한 차례 국토법안심사소위원회에서 전세가기특별법에 대한 결론을 내리지 못했는데 조금 전부터 심사를 제개했습니다. 국민의힘 김정재 의원이 발의한 정부 여당 안과 민주당 조오섭 정의당 심상정 의원이 각각 발의한 특법법안이 대상입니다. 앞선 회의에서 정부와 여당은 경매에서 피해자나 에 우선매수권을 줘서 주거안정을 보장하는 것을 골자로 하는 원안에 피해자 인정 요건을 완화하는 수정안을 제출했지만 야당은 지원 대상을 전세사기 로만 제한하는 것은 지나치게 좁다고 주장하면서 이견을 좁히지 못했습니다. 주요 쟁점 가운데 하나인 보증금 반환 채권 매입도 논의가 진전되지 않았는데요. 민주당과 정의당은 피해자의 채권을 매입해 전세보증금을 먼저 보전해줘야 한다는 입장이지만 국민의힘은 사기당한 보증금을 정부가 직접 지원하는 것에 대해서는 부정적입니다. 앵커 민주당 오늘 박광온 제재 첫 논의가 열리는데요. 돈 봉투 의혹 논의가 주로 나오겠군요 기자 네 박광온 원내대표 선출 이후 첫 의원총회입니다. 향후 원내 운영 방향 그리고 돈 봉투 의혹 후속 대책 마련을 위해 박 원내대표가 공약했던 쇄신 의총 방안을 논의하기 위한 자리입니다. 자연스럽게 이정근 전 사무부총장 녹취록에 나온 윤관석 이성만 의원의 거취 문제가 집중적으로 다뤄질 예정입니다. 당내 일각에선 이들의 자진 탈당 가능성과 함께 의총을 통한 탈당 권유 출당 요구 등 다양한 가능성이 거론되고 있습니다. 권칠승 수석대변인은 라디오 인터뷰에서 본인들이나 당 입장에서 현 상태를 계속 유지하긴 어렵다는 게 중론이라는 게 현재 분위기라는 개인적인 판단을 언급했습니다. 5선 중진인 안민석 의원도 라디오 방송에서 본인들은 억울해하지만 수사로 밝혀지기까지 시간이 걸리니 일단 자진 출당 권유해야 한다고 밝혔습니다. 지금까지 국회에서 조성호입니다. ... 중략 기사 원문 . . . 0101 202305030937182837 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
86,2023-05-02,UCG9aFJTZ-lMCHAiO1KJsirg,'간호법 반발' 내일 연가투쟁…17일 총파업 [MBN 뉴스7],앵커멘트 간호법 제정안 등의 국회 통과에 반발하고 있는 의사와 간호조무사 등 단체가 내일 3일 연가와 단축 진료로 집단행동에 나섭니다. 간호법 재논의 요구가 받아들여지지 않으면 오는 17일 총파업을 하겠다는 계획입니다. 전남주 기자의 보도입니다. 기자 간호법 제정안 국회 통과에 반발해 무기한 단식 농성에 들어간 이필수 대한의사협회장. 이제 의사와 간호조무사 등 13개 의료연대가 본격적으로 집단행동에 나섭니다. 내일과 오는 11일 두 차례에 걸쳐 연가와 단축 진료로 투쟁에 나선다는 계획인데 내일 투쟁은 간호조무사협회 회원 1만여 명이 참여할 예정입니다. 인터뷰 박명하 대한의사협회 비대위원장 전국에서 이뤄지는 규탄대회로서 의사 간호조무사 등 관련된 직역들이 다 함께 규탄대회에 참여할 예정입니다. 파업 등 단체행동에 관한 의사협회 설문조사에서 찬성률이 83 이상으로 . 다만 의료연대는 환자들의 불편을 최소화하고자 오전 위주로 진료하고 늦은 오후에 집회를 여는 방식이 될 것이라고 설명했습니다. 집단행동에도 불구하고 대통령 거부권 등 간호법 재논의 요구가 수용되지 않으면 오는 17일 총파업 투쟁을 불사하겠다고 밝혔습니다. 보건복지부는 박민수 제2차관 주재로 긴급상황점검회의를 열고 보건의료인에게 휴진을 자제해 달라 고 강력히 요청했습니다. 뉴스 전남주입니다. 영상취재 김병문 기자 김민승 영상편집 이동민 유튜브 구독하기 . 6 유튜브 커뮤니티 . . 1 페이스북 . . 인스타그램 . .
85,2023-05-02,UCsU-I-vHLiaMfV_ceaYz5rQ,"""간호법 재검토"" 의사·간호조무사 부분파업…17일엔 총파업 / JTBC News",의료단체들의 부분파업 소식부터 전해드리겠습니다. 간호법 그리고 의료법 개정안에 반발해서인데요. 대통령의 거부권 행사를 포함해 자신들의 요구가 받아들여지지 않으면 총파업에 들어가겠다고 하고 있습니다. 취재기자 연결하겠습니다. 기사 전문 . . . . 12124844 간호법 의사파업 부분파업 총파업 이시각뉴스룸 임예은기자 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . . 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . . 방송사 . .
