,작성일,작성자,내용
5407,2013-09-27,Stella_LZ,스토킹은 경범죄로분류되서 처벌이 약하다고 하는데 좀 그렇네요
5408,2013-09-27,January_9th,알티요청 보고 멘션드립니다. 법쪽은 잘 모르지만 단순 스토킹은 신고해도 처벌이 미비하거나 경고조치로 끝날겁니다 두려우시더라도 피해상황 및 증거수집에 집중하시는게 좋을거에요 전화오면 녹음 해놓고 전화내역도 캡쳐하시구요
1202,2013-09-29,pcyworld,번호 타고 들어가면 처벌이 되려나 전에 스토킹 법안이 어떻게 됐던 것 같은데 집앞에서 몇번이면 스토킹이었나
5405,2013-10-08,madpen10,스토킹인데 일단 경범죄처벌법에 따라 10만원 벌금부터 물리라고 해야.... . . . . 11 02217286602775464 00601 구애 3번 거절 당하면 스토커로 경범죄 처벌
5406,2013-10-08,Taniss_ellen,지난 밤 체포된 용의자는 스토킹 및 가중위협으로 형사처벌 될 거 라고 하네요. 그 외에도 혐의가 몇개 더 붙긴 했지만... 라일. 안심하고 좋은 하루 보내길 바라요.
1201,2013-10-09,jinida,그러게요. 저거 불쌍한 정신병인데. 글구 음담패설이나 모욕죄 보다 반복적인 스토킹이 더 죄질이 나쁜데..형사처벌이 문제가 아니라 민사까지 가면 인생 망하는 것임. 근데 쌍욕질만 안하면 처벌 안받는 줄 아는 바보가 있더라구요.
5404,2013-10-09,jinida,트위터 멘션은 개인에게 1대1로 보내는 거라 카톡이나 문자에서 스토킹한 것처럼 처벌 받아요. 무슨 그럴 가치가 있는 일이라고 남에게 스토킹질 해서 경찰서 불려가서 부모님 다 알고 울고불고 매달리고 선처해달라..해야되나. 너무 한심해요.
5403,2013-10-09,jinida,어설픈 지식으로 자신이 처벌 안당하게 스토킹질 하고 있다고 착각하고 있더라구요. 고의성이 있다는 걸 트윗에 썼으니 죄질이 훨씬 나빠지는데. 어린애일까 싶어 냅뒀는데 잘못이라는 걸 모르고 계속 저러니 알게 해줘야 하나 싶습니당.
5402,2013-10-20,gamza_lover,경찰청 지기님 경범죄처벌 스토킹 요건 관련 여쭤볼 게 있는데요. 명시적 거부의사라는게 반드시 3번 이상 있어야 하는건가요 가시적인 증거자료 문자나 메일 등 의 형태로...
5400,2013-11-01,dlrpejr,일본에서 버젓이 인터넷활동하면 된다고 생각하실수도 있는데 방통위통해서 해당 스토킹블로그 폐쇄하고 동조하는 회원들 일괄 고소 및 손해배상청구하고 해외에 있다고 비방일삼는 스토커 한국에 발 못붙이게 하는것만으로도 처벌은 이뤄졌다고 보는 입장이라서요
5399,2013-11-11,5yeokbomb,2 0701 진짜 우리나라 스토킹 처벌이 너무 약해
1199,2013-11-14,babo914,스토킹 처벌법 시행 6개월...경찰 하루 1건꼴 처벌. 일차 경고 효과 . . . 20131114000267
1198,2013-11-14,zum_com,뉴스 스토킹 처벌법 시행 6개월...경찰 하루 1건꼴 처벌. 일차 경고 효과 . . 9919111
5396,2013-11-15,__ecriture__,본 사건은 전형적인 스토킹의 요소가 보입니다. 특히 강 씨를 주축으로 한 장 씨의 원색적인 욕설과 집요한 음해는 상당히 죄질이 나쁩니다. 검사님이 권고하신대로 이미 증거자료도 충분히 확보되었으므로 언제든 고소하시면 형사처벌이 가능합니다.
5397,2013-11-15,__ecriture__,본 사건은 전형적인 스토킹의 요소가 보입니다. 강 씨를 주축으로 한 장 과 정 씨의 원색적인 욕설과 집요한 음해는 상당히 죄질이 나쁩니다. 검사님이 권고하신대로 이미 증거자료도 충분히 확보되었으므로 언제든 고소하시면 형사처벌이 가능합니다.
5398,2013-11-15,_ruden26,고백이나 구애나 비슷하나 여튼 이런게 있어 경범죄 중 스토킹처벌같은거 . . 1829 20185770907
5395,2013-11-17,si_lver0320,분명 스토킹이고 스토커인데 왜 아이돌에게 있어서는 그들이 사생이라고 미화되어서 불러지는지 난 이해가 안되네. 사생에다가 팬이라는 꼬리표 붙이는 것도 어이없지만 스토커 짓 하는 사람들을 어떻게 사생이라고 미화 시키는지 스토커 엄연히 처벌 대상인데.
1197,2013-11-20,seoul_hipros,서울고검 과다노출과 스토킹 처벌 그 기준은 안녕하세요 운주당 이야기를 찾아주신 여러분 반갑습니다 올해 3월에 개정된 공공장소에서의 과다노출과 지속적 괴롭힘 이른바 스토킹에 대한... . 1
415,2013-12-10,hongdae_bears,이성이 거절했는데도 3회 이상 교제를 제안하면 스토킹 으로 처벌을 받게 된다. 경찰청은 12일 공식 블로그인 폴인러브 를 통해 이 같은 스토킹 행위 처벌 규정을 공개했다 여기까지 오는데 십몇년이 걸렸군. 스토커 피해서 이민 가버린 동기생각난다.
5394,2013-12-15,elrito___,만약에 내가 메이플 월드의 사람이었다면 ...상대방의 의사를 무시하고 지속적으로 접근을 시도하여 지켜보거나 따라다니는 것 등은 스토킹의 처벌 범위에 해당됩니다.
5393,2013-12-20,kwhotline,연말 모임으로 바쁜 12월 우리는 오늘도 광화문 광장에서 화요시위를 했습니다. 오늘 우리의 주장은 스토킹 범죄 처벌법 제정하라 입니다. 오늘 기억의화요일 화요시위는 김윤희 김영미 회원님이 함께 해주셨습니다. . . 1 5
5392,2013-12-23,cc12dd12,. 5 개정된 스토킹 처벌 기준이라고 하네요 . . . . 2440194
5391,2014-01-01,gksmfqkfkaEKd,강한 얀데레는 아닌 편 소소한 집착성이 있을 뿐이다. 마치 스토킹 당하는데 이제 범죄인지 아니면 우연히 많이 마주쳤을 뿐인지 모호해서 처벌 못하듯이 애매한 집착을 보여주고 있음. 그렇게 함부로 대할 수 없는 이유에는 바닥을 치고 있는 자존심과 자존감
5390,2014-01-06,polseobu,새롭게 신설되는 경범죄 처벌 항목 지속적 괴롭힘 일명 스토킹 상대방이 싫다는 의사 표현에도 따라다니기 연락하기 지켜보기 잠복하여 기다리기 등을 계속하는 행위 제 3조제1항 제41호
5389,2014-01-10,polseobu,새롭게 신설되는 경범죄 처벌 항목 지속적 괴롭힘 일명 스토킹 상대방이 싫다는 의사 표현에도 따라다니기 연락하기 지켜보기 잠복하여 기다리기 등을 계속하는 행위 제 3조 제1항 제41호
5388,2014-01-13,oiseaubleu75,지나가는 여자 하나 표적삼아 몇 년찍이나 기본권 침해하며 가혹행위 일삼고 남의 가족 모함 모욕한 쓰레기와 그걸 알고도 방조한 가족은 처벌 아니면 집단 심리치료감입니다. 그만 자신들의 잘못을 직시하십시오. 사상최악의 스토킹 사건 만들었다는 것을
5387,2014-01-14,edailystarin,전 여테니스 세계 1위 캐프리아티 스토킹 처벌 면해 . 1
5386,2014-01-29,lovemegiant,중고나라에 웬 정신질환자분이 안산다고 답장했는데도 계속 어쩌라고 하며 새벽1시고 두시고 문자오고 카톡까지 오는데 스토킹으로 신고 처벌가능한가요
5385,2014-01-29,picotera,범죄에 입문하려는 초보자들이 참 많은데요 일단 사회적 인식은 범죄이나 마땅한 처벌이 없는 영역부터 시작하는게 범죄입문의 기초입니다. 걸려봐야 경범죄 8만원인 스토킹부터 시작해서 범죄의 기초를 다져보는 것은 어떨까요
125,2014-01-29,SBS8news,8뉴스 죽음 부른 스토킹 잠자는 처벌 법안 스토킹 피해자 연간 18만 명 추정. 처벌 사례는 3백 건에 불과. 스토킹 방지법 최근 10년 동안 3차례 발의됐지만 모두 폐기. 법안 처리 서둘러야. . 1 84
1196,2014-01-29,soohjc,죽음 부르는 스토킹.. 나 몰라라 하는 법안 . 6 스토킹 처벌 법안은 번번이 무산되고 있습니다. 인식 부족과 무관심이 문제입니다.
1195,2014-01-30,ksjksj0804,8 8뉴스 죽음 부른 스토킹 잠자는 처벌 법안 스토킹 피해자 연간 18만 ... . 1 9
5384,2014-01-31,oiseaubleu75,몇년째 내게 이러는 인간에게 지속적 괴롭힘이라고 알랑가 몰라 경범죄처벌법의 스토킹 처벌 . 6
414,2014-01-31,SBS8news,취재파일 또 스토킹 살인 처벌법은 언제 국내 스토킹 피해자 수만 연간 18만명으로 추정. 있으나 마나한 스토킹 처벌. 피해자는 날로 늘어나는데... . 1
5383,2014-02-01,oiseaubleu75,75 스토킹 피해 당사자는 진범과 사태의 경위에 대해서 알 권리를 행사하길 바라고 범인이 합당한 처벌 제재를 받길 바란다. 그리고 더이상의 2차 피해나 책임전가 추가범죄가 없길 바란다.
1194,2014-02-08,Patriotic_Ardor,3 난 늦어도 다음 주까지 고소한다고 하지 않았어 경찰이 아닌 검찰에 고소할건데 반년넘게 스토킹을 했으면 거기에 대한 처벌을 받는게 정상이 아니겠어 세상이 니 마음대로 되는 것이 아니란다. 스토킹을 했으면 거기에 대한 댓가를 치뤄야지
5382,2014-02-08,Patriotic_Ardor,강종원님 고소하면 시간이 어느정도 갈까요 제가 3 고소를 할 예정이라서 이렇게 묻는것입니다. 3이 계속되는 스토킹으로 고소를 할려고 하는 것이니 3이 대략 어느정도 처벌을 받을것 같은지
1193,2014-02-10,doopeerhthdpwjd,3 스샷을 붙였는데도 이렇게도 많이 있네 그만큼 니가 나를 스토킹을 했다는 결과야 사이버 스토킹에 대한 처벌을 받을 준비나 해라 돈 준비도 많이 하고 알겠지 . 432736644295188480 1
5381,2014-02-10,doopeerhthdpwjd,3 나 표창원 저격수인데 니가 스토킹 한 것 스샷 다 했으니까 아직 고소 망설이는 것도 사실이거든 그러나 니가 한 짓을 보면 고소를 해야 되고 확실하게 널 처벌을 해야지 니가 한 짓을 생각해라 . 432735899290312704 1
5380,2014-02-12,oiseaubleu75,2009년 프랑스 유학생 집단 스토킹 사건의 진상 조사와 책임자 처벌을 요구합니다.
5379,2014-02-13,CrashOvernide,경범죄처벌법 이성이 거절했는데도 3회 이상 만나자고 하는 행위는 스토킹 이라는 이름으로 처벌돼 범칙금 10만원 구류 과료의 처벌을 받는다................열번찍어 넘기려면 한 돈백준비하고 고백하시길
5377,2014-02-15,volun,3번인가 거절의사를 밝혔는데 그래도 구애하면 스토킹으로 처벌 가능하다고 예전에 어디선가 들었던 기억이..
5378,2014-02-15,oiseaubleu75,2009년 프랑스에서 일어난 한국 유학생 스토킹 사건의 진상규명과 책임자 처벌을 요구합니다. 일방적인 사생활 개인정보 기본권의 침해와 무고 책임전가 명예훼손 외에 심리적 성적 사회적 폭력 학대 고문 등 죄질이 몹시 나쁘니까요.
5376,2014-02-16,oiseaubleu75,2009년 프랑스 유학생 스토킹 집단가혹행위 집단사기 집단성폭력 무고 명예훼손 사생활 및 개인정보 침해 기본권유린 사건의 범인 처벌과 진상조사를 요구합니다. 일방적이고 악의적인 광기로 남의 가족어게 심각한 중상모략을 일삼아 괴롭혔습니다. 잘못한 겁니다
5375,2014-02-25,oiseaubleu75,2009년 프랑스 유학생 스토킹 사건의 진상규명과 책임자 처벌을 요구합니다. 자기만의 일방적 감정과 판단으로 한 여성과 그 지인의 사생활 인격 명예 기본권을 장기간 침해하고 희대의 집단성범죄를 저지르고도 죄의식이 전혀 없는 자들입니다.
5374,2014-03-01,union0094,뉴스 따라잡기 스토킹에 살인까지 처벌 강화해야 2. 0 출처 네이버 뉴스
1192,2014-03-06,lunadeer,찍덕들이 포토북이니 뭐니 해서 수니상대로 판다더라구요. 아무래도 디스패치는 구독자 수 와 파급력이 다르니까.... 스토킹이나 사생활침해쪽 처벌이 생기거나 있으면 처벌을 좀 강화할 필요성이 있지 않나 싶어요.
5373,2014-03-07,oiseaubleu75,75 어느 작자가 이 따위 명백힌 불법 부정을 저질러가며 남을 모함하고 상징조작과 일방적인 악의와 목적의식을 가지고 사건을 만들어내는가 2009년 프랑스 유학생 스토킹 사건의 진상조사와 책임자 처벌을 요구한다. 범인들이 자중해라
5372,2014-03-08,oiseaubleu75,75 2009년 프랑스 유학생 스토킹 사건의 공정하고 투명한 진상규명과 기본권침해와 집단성범죄 등 일체의 악의 고의 범행에 대한 책임자 처벌을 요구합니다. 이건 명빅한 불의입니다.
5371,2014-03-09,sans232,하지후 스토킹을 허용하는 법을 만들겠소 호즈미 양치질을 하지않는다면 처벌을 가하겠소 차시원 왕이라는 이름을 없애버리겠오 그리고 나라는 망한다 자캐가 정치를 한다면
5370,2014-03-10,yun_seoul,요는 사진을 찍을 때 1. 촬영 과정에 있어 스토킹 가택침입 등의 불법적 수단이 동원되면 요건 처벌 가능. 2. 찍은 사진의 공개로 명예의 훼손이 발생할 수 있다면 명예 훼손 은 해당 3. 찍은 사진으로 금전적 이득을 얻었다면 초상권 침해 인 듯
5369,2014-03-10,factcheck9,연예인 기사도 스토킹 수준이라면 형사처벌을 받아야하지 않을까요
5368,2014-03-11,Progress_News,한겨레 여친 살해 스토킹 범칙금 8만원 비극 못막는다 경찰 과동기 살해 대학생 구속 여성단체 가해자의 94 가 지인 처벌강화 방지법 마련 서둘러야 . 1
5367,2014-03-12,hanitweet,헤어진 여자친구를 목졸라 살해한 대학생이 검거되면서 경범죄처벌법에서 다루고 있는 스토킹 범죄에 대한 처벌 강화 논란이 다시 불거지고 있습니다. . 1 이재욱 기자
1191,2014-03-21,TTL_YYH,스토킹은 한국에서 2012년에 경범죄 처벌법 개정으로 법적 처벌이 가능해진 엄현한 범죄다 너
123,2014-03-24,solgae32,지난해부터 경미한 스토킹 행위 처벌이 가능해졌습니다. 하지만 스토킹을 단순히 경범죄처벌법 으로 처벌할 수 밖에 없을까요 그렇지 않습니다. 경미한 스토킹 행위를 벗어난 개별행위에 대한 처벌법 알려드립니다. 2. 3
1190,2014-03-24,smartree92,대한민국 경찰청 37분 지난해부터 경미한 스토킹 행위 처벌이 가능해졌습니다. 하지만 스토킹을 단순히 경범죄처벌법 으로 처벌할 수 밖에 없을까요 그렇지 않습니다. 경미한
5366,2014-04-03,ulaula1114,인격없는 흔적이라는건 니 인상비평일 뿐이고 인격이 담겼든 안담겼든 남의 흔적을 추적하는걸 스토킹이라고 하는거지 심해지면 형사처벌 받는거고
5365,2014-04-03,janwn1104,연애인들에게 따르는언어폭력 연애인들이무슨 살인이나 나쁜죄라도 지었나 와 평가하고 욕하고 없는근거로 루머와언어폭력을 하고스토킹 해야할까 그런분들을 위해서도 각자의 삶을위해서도 단호한처벌의 기준과 표본이 제대로세워지고 보안되었으면한다 미래아이들을위해서
5364,2014-04-04,oiseaubleu75,2009년 프랑스 유학생 모함 스토킹 집단가혹행위 등을 사주 실행한 작자들에 대한 엄중하고 공정한 수사와 책임자 처벌을 요구합니다. 대사관 위장직원의 음모도 의심스럽습니다.
5363,2014-04-04,lovebabbab,진짜 사생이나 저새끼들이나 다를겦뭐가잇나 하는생각이든다 일반인이고 연예인이고 스토킹은 범죄 아님니까 사생활침해아닝가 ...다 법적처벌 시키고싶다
5362,2014-04-07,peacemile1,혼자 해결하려 하지 말고 주변 사람에게 알린다. 피해를 계속 수집하고 사건 경위를 기록해 둔다. 미약한 처벌이 나와도 계속 경찰에 신고한다. 전화번호 변경이나 이사 등 스토킹 행위를 적극적으로 피하는 것도 필요하다.
1189,2014-04-16,stoprape,스토킹 방지와 처벌 법제화가 시급한 이유를 스토킹 피해생존자들의 목소리로 들어봅니다. 한국성폭력상담소와 한국여성민우회 성폭력상담소가 함께 준비한 토론회가 지금 막 시작되었어요 . 456315965722984448 1
5361,2014-05-07,stmontmorency,영화에서도 꽤나 집요해보이던데 당시에는 스토킹이라는 개념이 없었으니까 그냥 처벌 안 되고 넘어가는 그랬나봐요 크흡.. 가족들은 뭐했지..가족들의 친구라고 들었는데요 흡
5360,2014-05-13,idusruf,그보다 스토킹이라고 해도 형사처벌 안 된다니깐
5359,2014-05-13,idusruf,안 가. 스토킹의 범위가 애매해서 처벌 불가능이래. 너한테 물직적인 피해가 생기지 않은 이상 뭐라하기 힘들어.
5358,2014-05-15,oiseaubleu75,2009년 전후 프랑스 유학 중이던 여성을 포적삼아 일방적인 이유로 스토킹과 음해 무고와 명예훼손 집단성희롱과 학대 개인정보수집유출 사생활과 기본권침해 등을 교사 또는 실행한 자들에 대한 진상규명과 공식적 사과 책임자 처벌 및 재발방지 요구합니다
1188,2014-05-20,Links_Arc,유족 보호와 경호 차원에서 몰래 따라다녔다고 본래 스토커들도 스토킹 피해자들을 좋아해서 따라다닌거다. 사복경찰이 유족 뒤를 몰래 따라다닌건 스토킹 행위가 맞다. 경찰이 조직적이고 체계적으로 범죄를 저질렀으니 당연히 더 크게 처벌 받아야지.
413,2014-05-21,stoprape,20일 발생한 대구 중년부부 피살사건과 천안 차량돌진 사건은 명백한 스토킹 범죄입니다. 데이트폭력과 스토킹은 구애행위가 아닌 폭력입니다 정부는 하루 빨리 스토킹 방지와 처벌을 위한 법을 마련해야합니다 또 다른 피해자가 발생하는 것을 막아야합니다
5357,2014-05-29,im_vivianna_,리튓 제말이요... 이거 스토킹으로 처벌도 애매하고..참나
5356,2014-05-30,Patriotic_Ardor,0819 계속 내 트윗에 리플을 달 수록 너만 손해지 대한민국은 법치국가다. 법 존중할줄 알면 사이버스토킹에 대한 처벌도 존중해야지 안그래 너한테 할 말 다했고 난 너 트윗 하루에 한번씩 들어가마 단 리플은 달지 않을게 계속달면 고소다
5355,2014-05-31,oiseaubleu75,2009년 프랑스 유학생 스토킹 및 음해 사건의 진상조사와 책임자들의 처벌을 요구합니다.
5354,2014-06-01,oiseaubleu75,2009년 프랑스 유학생 스토킹 및 모해 사건의 진상규명과 책임자 처벌을 요구합니다.
5353,2014-06-03,kwhotline,제101차 기억의화요일 화요시위 비오는 오늘 우리는 광화문광장에 섰습니다. 우리의 주장은 스토킹 범죄 처벌법 제정하라 입니다.김윤정회원 최희진활동가께서 함께 해주셨습니다. . . 1
1187,2014-06-04,HeyNowNew,어차피 남한테 욕해도 처벌안받고 스토킹처럼 따라다녀도 처벌 안받고 청부살해 해킹해도 처벌 안받는데 일베충처럼 욕이나 실컷해야지. 2.
5352,2014-06-07,oiseaubleu75,2009년 프랑스 유학생 스토킹 무고 음해 가혹행위 집단성범죄 등 일련의 미친 폭력 사건의 진상규명과 책임자 처벌을 강력히 요구합니다. 가해자 또는 책임자들의 일방적인 악의로 기본권이 5 년 넘게 침해당하고 있는 중대한 범죄입니다.
5351,2014-06-08,oiseaubleu75,2009년 쯤부터 유학 중인 일반인 여성에게 무슨 이유와 동기에선지 무고 명예훼손 모욕 사기강박 스토킹 집단성희롱 가혹행위 고문 학대 기본권침해 등 갖은 악행을 교사 실행한 자들의 진상조사와 책임자 처벌을 요구합니다. 엘리트주의 마초들의 증오범죄..
5350,2014-06-09,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 사건의 진상조사와 책임자 처벌을 요구합니다.
5349,2014-06-11,oiseaubleu75,2009년 프랑스 유학 중이던 여성에 대한 스토킹 범죄의 진상조사와 책임자 처벌을 요구합니다.
5348,2014-06-12,oiseaubleu75,2009년 프랑스 유학생 스토킹 사건에 대한 진상규명과 책임자 처벌을 요구합니다.
5347,2014-06-13,oiseaubleu75,2009년 프랑스 유학 중이던 여성에 대한 일방적인 스토킹과 음해 집단성범죄와 집단폭력을 사주 실행한 진범들에 대한 진상조사와 책임자 처벌을 요구합니다.
5345,2014-06-16,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 사건의 범인들에 대한 진상조사와 정신감정 및 여죄 조사 그리고 책임자 처벌을 요구합니다.
5346,2014-06-16,oiseaubleu75,5년째 진상규명이 안 되고 있는 일반인 유학생에 대한 스토킹 모해사건의 조속한 조사 수사와 책임자 문책 처벌을 요구합니다. 성범죄를 무마하기 위한 피해자 흠집내기가 도를 넘은 듯.
5343,2014-06-21,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 사건의 진상조사와 책임자 처벌 및 재발방지 피해배상을 요구합니다.
5344,2014-06-21,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 사건의 진상규명과 책임자 처벌 재발방지를 요구합니다. 지능적인 범인들의 횡포가 심해 5년째 고소조차 착수하지 못하고 있는 사건입니다. 고발 또는 자수 권유 하십시오. 하다못해 성실히 사태해결에 임하라 하십시오
5342,2014-06-22,lulupang_,214782 와 진짜 목숨걸고 스토킹하네요 미쳤다.... 접근금지 이런것도 안통하겠죠 하긴 제가 생각하는 방법 스엠도 생각해봤겠지만... 법 바꿔서 스토킹도 엄중 처벌 가능하게 로비라도 해라 넘불쌍해여
5341,2014-06-24,oiseaubleu75,2009년 프랑스 유학생 스토킹 음해사건의 진상에 대해 피해자의 알권리를 요구합니다. 그리고 책임자 처벌을 요구합니다.
5340,2014-06-29,oiseaubleu75,75 성범죄가 친고죄가 아니게 됐고 스토킹이 처벌대상이 됐으며 뺨때리기도 센 벌금이 매겨지고 이제 주민등록번호 수집도 안 됩니다. 옛날에 하던 악질 계속 했다간 늙어서 철창 갑니다.
5339,2014-07-01,hikorea2012,스토킹 행위에 대한 처벌 . 7 9 0
1186,2014-07-02,3rd_TeMP,스토킹으로 인한 처벌 언어 문서 거동 태도 등을 통해 해악을 고지하여 공포심을 느끼게 한 경우. 협박죄 형법 제 283조 3년 이하 징역 또는 500만원 이하의 벌금 로 처벌이 가능하다. 법학공부
1185,2014-07-02,3rd_TeMP,스토킹 처벌 가능 기준 명시적인 거절 3회 이상 면회 교제를 요구 2회라도 상대방에게 공포 불안감을 주는 명백한 사유 있을 경우 지켜보기 따라다니기등 반복 스토킹 신고를 한차례 당했음에도 지켜보거나 따라다니는 행위를 반복할 경우
5338,2014-07-03,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단성폭력 사건의 진상규명과 책임자 처벌을 요구합니다.
5336,2014-07-10,MyomyoX3,요즘 같은 시대에 열 번 찍네 어쩌네 하면 큰일납니다. 원하지 않는 상대에게 세 번만 들이대도 스토킹으로 간주해서 경범죄 처벌 들어감.
5337,2014-07-10,oiseaubleu75,2009년 프랑스 유학중이던 여성을 스토킹 음해하여 집단폭력 집단성폭력 등 갖은 악질을 저지른 범인은 죄질이 몹시 나쁩니다. 진상규명과 책임자처벌을 요구합니다.
5335,2014-07-11,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단성범죄의 진상을 투명하게 피해자에게 밝히고 가해자를 처벌 제재하여 이런 터무니없는 범죄가 반복되지 않도록 하십시오. 가해자가 피해자 흠집내기 위해 갖은 악질입니다. 책임회피는 피해저괴롭히기 말고 정신병진단으로
5334,2014-07-13,tendou0219,미국의 왕따가해자 학생 처벌법. 스토킹 등 적용하여 중범죄 처리. 학부모까지 체포
5333,2014-07-18,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단폭력 사건의 진상규명과 책임자 처벌을 요구합니다
5331,2014-07-19,capemars,어처구니 없는 처벌을 받고 나자 이후 또 누가 나를 집요하게 괴롭히고 조롱을 하였던가 내가 앞으로 몇 명 본보기로 살인을 해버릴 수 있다는 말이 농담 같은가 스토킹 정신적인 문제에 기인한 학생 아니 교수들 비롯 모두 니에미씹들이라 하고 싶다.
5332,2014-07-19,capemars,내가 대학원 재학시절에 여교수를 스토킹 정신적인 문제에 기인한 학생 그리고 헛소문에 시달릴 때 모두 어떤 년놈들이 교수들을 비호 누명헛소문에 시달려 분노에 술마시고 메일 몇 차례 보내 누명을 벗겨달라 폭언을 했다고 역으로 협박으로 고소 처벌
5330,2014-07-20,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단성범죄 사건의 범인과 범행 일체에 대한 성역없는 조사와 수사 책임자 처벌을 요구합니다. 범죄를 몇 년을 준비한 정황이 있고 발생하고도 5년 넘게 가해자들이 책임을 안 지고 있습니다
5329,2014-07-24,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단폭행 집단성폭력 사건의 투명한 진상공개와 책임자 처벌 재발방지를 위한 행동에 나서십시오 느닷없이 고학생 뒷조사나 하고 음해부터 하고 도촬내용 유포하고... 처음부터 나무 악질인 게 소시오패스라선지 국정원인지
5328,2014-07-25,Kalick_teyvat,일단 캡쳐해두고 온라인 스토킹도 처벌이 가능한걸로 알고 있거든
5327,2014-07-26,kidan_hz,96 스토킹은 범죄입니다. 경범죄 처벌법 제 3조 41항에 의거하여 걸려들어가게 됩니다. 지켜보실 때에는 지켜보고 계신다고 말해도 범죄입니다 만 이런 공간이니 반쯤은 어쩔 수 없는 일이겠지요. 호칭은 모쪼록 편하게 하셔도 됩니다.
5326,2014-07-27,oiseaubleu75,2009년 프랑스 유학생 스토킹 무고 모해 가혹행위 집단폭행 집단성희롱 부당하고 임의적이고 장기적인 기본권침해 등 갖은 불법과 악행을 조직적으로 행한 미친 소시오패스의 범행 일체와 진짜 범행동기 및 이해관계에 대한 공정한 수사와 책임자 처벌을 요구함
5324,2014-07-29,AsHy7Dawn,여교사 스토킹 살해에 징역 35년. 이게 과한 처벌이라고 특별히 무겁다고 5년 10년 무기징역이 가벼운게 아니라 무기징역도 무기도 아니잖아.
5325,2014-07-29,isha_coco,스토킹을 법적 처벌 제대로 못하는것도 결국 살인이라는 방식으로 피해자가 당하게된 원인같은데....
5322,2014-07-31,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단성범죄의 조속한 진상조사와 공정한 재판 책임자 처벌을 요구합니다. 국정원이나 군과의 관련성도 조사하기 바랍니다.
5323,2014-07-31,oiseaubleu75,2009년 프랑스 유학생 스토킹 집단모해 사건의 진상과 범인 범행동기와 이유 등에 대한 피해자의 알권리와 가해자 및 책임자 처벌을 요구합니다.
5321,2014-08-01,oiseaubleu75,피의자여성에게 성범죄 저지르면 검사도 처벌 받는 세상인데 자기가 검사보다 특권이 있다고 착각할 수 있는 사람은 대통령과 그 측근 및 국정원 직원 아닐까 2009년 프랑스 유학생 스토킹 모해 집단성범죄 가혹행위 사건의 범인들은 정체가 수상하다.
5320,2014-08-02,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단폭행 집단성폭력 사건의 조속한 진상규명과 공정한 재판과 책임자처벌을 요구합니다. 국정원이 간첩조작하려다 실패한 겁니까 성범죄자들이 책임회피하려 피해자 모해하는 겁니까 정신병자의 증오범죕니까
5319,2014-08-04,oiseaubleu75,2009년 프랑스 유학생 스토킹 모해 집단폭력 집단성폭력 사건의 가해자들은 자수하기 바랍니다. 참고로 내연녀를 프로포폴 과다투여로 죽이고 시신을 유기한 부부도 그다지 큰 처벌을 받지 않았으니 너무 떨지 마세요.
5317,2014-08-13,Patriotic_Ardor,11 살인협박죄 허위사실유포죄 증거인멸죄 패드립이 인정을 해야 되냐 당연히 처벌을 해야 하는 것이 아니냐 난 널 깜방에 넣을거야 그동안 사이버스토킹 협박죄 인신공격 등등 그것으로 이미 고소했어 추가 고소를 더 해야 되는 것이지
5318,2014-08-13,Patriotic_Ardor,11 깜방에서 잘 구경하고 와라 알겠지 너가 지금 허위사실유포죄 살인협박 패드립 이것만해도 충분히 깜방행 그 전에 사이버스토킹 협박죄 인신공격 등등 이것만해도 고소감이었는데 확실히 처벌을 하길 잘했네
5316,2014-08-19,oiseaubleu75,75 그리고 세월호도 스토킹도 책임자 처벌 또는 그에 준하는 조치가 있기를 진심으로 요구합니다.
5314,2014-08-20,kwhotline,제112차 기억의화요일 화요시위 우리의 주장은 스토킹 범죄 처벌법 제정하라 와 세월호 특별법 제정하라 를 주장합니다. 방데레사 회원께서 함께 해주셨습니다. . . 1
5315,2014-08-20,oiseaubleu75,2009년 전후 프랑스에서 유학중이던 여성에 대해 일방적인 이유와 주장으로 음해하여 스토킹 및 집단폭력 집단성희롱 명예훼손 등을 일삼은 범인과 범행일체가 아직 밝혀지지 못했습니다. 성역없는 조사와 가해자 처벌이 있도록 하새요
5313,2014-08-24,VB_nero,이런 사이버스토킹의 처벌요건은 1. 공포심 불안감 유발. 2. 반복성 3. 행위자의 고의성. 입니다. 그리고 1번의 공포심 혹은 불안감을 유발하는 내용은 제한이 없습니다. 피해자가 불안감과 공포심을 느낀다면 무슨 내용이든 상관없습니다. 4
5312,2014-08-27,kkk710526,데이트 폭력과 스토킹을 형사 처벌 하라.
