,작성일,작성자,제목,내용
30,2021-04-07,UCDMvEcwLM7Vth4h-lWFurAQ,[아주3D Live] '세 모녀 사건' 김태현으로 본 스토킹 처벌법 ,공수처검찰갈등 피의사실공표 스토킹 이승재 장용진 김태현 세 남자가 한 주간의 법조계 이슈를 짚어드립니다 매주 목요일 오전 11시 라이브로 찾아오는 아주3 오늘은 모두를 경악케 한 세 모녀 사건의 피의자 김태현 으로 본 스토킹 처벌에 대해 이야기 나눠봅니다 이밖에도 계속되는 검찰과 공수처 간 갈등 이번 주 핫한 이슈 피의사실공표 등에 대해서도 짚어보겠습니다 영상으로 확인하세요
28,2021-04-07,UCmlgtxLebwbFTBAD1bbr6NA,"[헬로이슈토크]스토킹 처벌법, 22년 만에 국회 통과",지역의 이슈를 심층분석하는 헬로 이슈토크 시작합니다. 지난해 전국을 떠들썩하게 했던 창원 고깃집 여주인 살인사건으로 그동안 묵묵부답이었던 스토킹 처벌법이 22년 만에 국회를 통과했습니다. 이번 법제화가 가져올 여성 혐오범에 영향과 결과가 있기까지의 과정을 짚어봅니다. 스토킹 처벌법 제정에 큰 역할을 했다고 알려진 여성의당 경남도당 이경옥 전 위원장 나오셨고요 여성 운동가 출신이죠 경남도의회 김경영 의원 나오셨습니다. 반갑습니다. 1. 작년에 이 사건이 발생했을 때도 나와서 여러 가지 분석을 해주셨었습니다. 좋은 결과로 다시 두 분 만날 수 있어서 기쁩니다. 앞서 언급한 것처럼 스토킹 처벌법이 22년만에 국회를 통과했습니다. 이경옥 전 위원장의 역할이 컸다는데는 누구도 부정할 수 없을 겁니다. 먼저 축하의 말을 전하고요. 김경영 의원님 또한 이번 결과에 기뻐했다고 들었습니다. 자 먼저 스토킹 처벌법이 무엇인지부터 알고 가야겠습니다. 2. 여성의당 경남도당의 역할이 컸다는 의미가 두드러집니다. 여기 나와 있는 이경옥 전 위원장의 활약이 꽤 컸던 걸로 압니다. 그간 애 많이 썼죠 3. 지금의 결과를 있게한 사건에 유족들이 목소리를 냈더라고요. 듣고 어떠셨습니까 느낀 바가 남달랐을 것 같습니다. 4. 사실 스토킹이 범죄라는걸 인식하기까지 너무 오랜 시간이 걸렸습니다. 그 원인은 무엇이라고 생각합니까 5. 여성들 스스로 연대의식이 강해졌다는 부분에서도 주목을 할 필요가 있습니다. 사회가 변했다는 해석도 내놓는데 김경영 의원님이 보기에는 의정 활동하면서 이런 부분에 공감을 하나요 우리 사회에 여성을 향한 폭력에 대해 인식이 좀 달라졌다고 보십니까 6. 이번 스토킹 처벌법 통과가 여성이든 남성이든 관련 범죄 예방이나 처벌에 어떤 영향을 줄 것이라 예상하십니까 7. 법은 통과되었지만 어떤 경우는 그 과정에서 내용이 변질되는 경우가 있습니다. 이번 스토킹 처벌법 통과와 관련해서 아쉬운 부분은 없습니까 오늘은 이경옥 여성의당 도당 전 위원장 김경영 경남도의원과 함께 21대 국회에서 22년만에 통과한 일명 스토킹 처벌법에 대해 자세히 분석해봤습니다. 성평등 지수가 하위권에 머물던 경남이 조금씩 변하고 있습니다. 혼자서는 묻힐 일들 피해자임에도 참아왔던 일들의 공론화와 법제화의 청신호가 성평등한 경남으로 가는 큰 걸음이 되길 기대하며 오늘 헬로 이슈토크는 여기서 마무리합니다. 함께 해 주신 여러분 고맙습니다.
23,2021-04-09,UC0QmCmZuE1uQcvqHVg2OYDQ,"스토킹 처벌법 시행! 기준은? ""저기요, 로맨스 아니고 범죄입니다"" ｜막냉시사",안녕하세요 막냉입니다 최근 세 모녀를 잔인하게 살해한 김태현이 집요하게 스토킹을 했다는 사실이 알려지면서 충격을 주고 있습니다. 지난 2019년 진주 아파트 방화 살인 사건 의 범인 안인득도 스토킹으로 시작한 참담한 범죄라는 사실이 밝혀지기도 했죠. 22년 만에 국회에서 스토킹 처벌법 이 통과됐어요. 오는 9월부터는 스토킹도 최대 5년 형의 징역으로 처벌받을 수 있습니다. 스토킹 스토킹처벌법 김태현 세모녀살인사건 살인사건 범죄 살인 방화 무기징역 사형 안인득 성범죄 진주살인사건 막냉시사 전북 뉴스라이브 . 3 뉴스전북 페이스북 . . 전주 유튜브 구독 . . ... 전주 페이스북 팔로우 . . 전주 인스타그램 구독 . 33 전주 트위터 팔로우 .
22,2021-04-10,UChlgI3UHCOnwUGzWzbJ3H5w,강력범죄의 신호 '스토킹'...20년 걸린 처벌법 실효성은? / YTN,앵커 노원 세 모녀 살인사건처럼 잘못된 집착에서 시작된 스토킹이 강력범죄로 이어지는 경우가 많습니다. 스토킹 처벌법이 20년 만에야 국회 문턱을 넘었지만 피해자를 보호하기엔 부족한 부분이 많다는 지적이 나옵니다. 손효정 기자가 짚어봤습니다. 기자 온라인 게임으로 알게 된 여성이 만남과 연락을 거부하자 앙심을 품고 찾아가 끔찍한 살인을 저지른 김태현. 주변인들은 범행 수개월 전부터 스토킹이라는 신호가 있었다고 증언했습니다. 피해자 동네 주민 끔찍하죠. 듣기로는 그 사람이 매일 와서 지켰다고 하더라고 위층으로 올라가는지 보려고. 집요한 스토킹이 심각한 수준의 위협과 폭력으로 발전하는 경우는 적지 않습니다. 지난 2019년 5월 60대 남성이 10년 동안 스토킹한 여성을 흉기로 수차례 찔러 숨지게 한 뒤 스스로 극단적인 선택을 한 일이 있었고 피해 여성 유가족 그 사람이 계속 여기 주위를 맴돌았어. 계속 . 나도 가끔 봤고 . 텔레그램 성 착취 번방 사건의 공범 강 모 씨 또한 8년 동안 고등학교 시절 담임 선생님을 스토킹하며 조주빈에게 그 자녀를 살해해달라는 청탁까지 했던 사실이 드러나기도 했습니다. 스토킹 범죄 처벌법이 필요하다는 목소리는 갈수록 커졌고 처음 발의된 지 22년 만인 지난달 24일에야 법안이 국회 문턱을 넘었습니다. 벌금 10만 원에 그쳤던 처벌을 오는 9월부턴 3년 이하 징역 또는 3천만 원 이하 벌금형으로 강화하는 내용입니다. 하지만 새로 생긴 법이 스토킹 범죄의 특이성을 모두 담지 못해 여전히 피해자를 보호하기엔 부족하다는 지적이 나옵니다. 보복이 두려운 피해자가 신고하지 못하거나 원하지 않는다고 하면 처벌할 수 없고 가해자가 접근금지 조치를 위반해도 과태료만 부과될 뿐이기 때문입니다. 이수연 한국여성변호사회 공보이사 수사기관에서 어떤 조치를 해주지 않는다고 하더라도 피해자가 법원에 피해자 보호 조치를 바로 청구를 할 수 있는 제도를 마련한다면 피해자 보호라는 측면에서 더 바람직할 겁니다. 그동안 개인 사이 문제 혹은 애정 문제라는 시선까지 있었던 스토킹 범죄 피해. 세 모녀 살해 사건으로 얼마나 위험하고 극심한 범죄인지 확인된 만큼 강력범죄로 이어질 가능성을 차단할 보완책을 더욱 꼼꼼하게 마련해야 한다는 목소리가 높습니다. 손효정 0715 . . 입니다. 당신의 제보가 뉴스가 됩니다 은 여러분의 소중한 제보를 기다립니다. 카카오톡 을 검색해 채널 추가 전화 02 398 8585 메일 . . 온라인 제보 . . . 기사 원문 . . . 0103 202104... 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
21,2021-04-12,UCz2tPcPyYNpTHHd3FdRduVA,"4/13(화) 시사바다-계속되는 어린이보호구역 사고/ 세 모녀 살인사건, 스토킹 처벌 어렵다?",어린이보호구역 민식이법 스토킹법 통 한국교통방송 은 청취자와 함께 만들어가는 방송입니다. 본 채널의 운영 목적에 어긋나는 댓글 타인 타 기관을 비방하거나 미풍양속에 저해되는 욕설 근거 없는 비판 상업적인 광고 본 채널의 운영 취지와 전혀 무관한 게시글 실시간 댓글 제보사항 같은 내용 반복게시 특정인의 개인정보 유출 등 은 사전 동의 없이 차단됩니다. 이 동영상의 음악
20,2021-04-13,UCMLJc_D3jgFcS_48G7i4V0A,"[시사본부] 스토킹 처벌법, 제2의 김태현 막을 수 있나? / 수액에 세제 넣은 전직 간호사, 살인미수 혐의 적용될까? (아는 경찰 - 배상훈, 김은배) KBS 210414 방송",아는경찰 스토킹 처벌법 제2의 김태현 막을 수 있나 수액에 세제 넣은 전직 간호사 살인미수 혐의 적용될까 물건 훔친 베이비시터 급여 줘야 할까 배상훈 전 서울경찰청 범죄심리분석관 김은배 전 서울경찰청 국제범죄수사팀장 2021년 4월 14일 오태훈의 시사본부 1 97.3 월 금 12 20 14 00 210414 방송
19,2021-04-13,UCV5FUnJ-dcymMrHINxrH1mA,스토킹 범죄 급증 처벌 한계 210413 [TBC-띠비띠],최대 5년 이하 징역 5천만 원 이하 벌금형 대구경북소식 남효주기자
18,2021-04-14,UCn8WFi6pE4cJZP8MiUNGFxg,스토킹 처벌법 강력 범죄 전조 스토킹 해법될까,정세균 국무 총리가 이란을 방문하고 있는데요. 키워드로 이란 방문 일정 을 정리해봤습니다. 9월부터 스토킹 처벌 이 강력해집니다. 지금까지는 경범죄 로 분류됐는데요. 처벌 수위가 한층 더 높아집니다. 요즘 채식 하는 분들 많이 계시죠. 이런 추세를 반영해서 군부대의 식탁에도 채식 이 등장했고요. 앞으로는 학교 급식도 달라집니다.
16,2021-04-16,UC0z9SSZ4oIkMH_jV2WZ_TAg,김태현사건ㅣ스토킹방지법 총정리! 스토킹범죄 피해자 보호ㅣ스토커 처벌,주변 속 궁금한 법률이야기를 보다 쉽고 재미있게 알려드리는 주변들 이에요 법무법인 안심의 송재성 조민근 대표변호사의 법률 및 소송에 관한 상식과 정보 주변에서 벌어지는 각종 사건 사고 이슈의 내용과 이에 대한 법률적 해석까지 모두 전달해드립니다 궁금한 점이 있다면 언제나 댓글주세요. 주접 떠는 변호사들이 직접 답변드릴게요 구독과 좋아요 알람설정은 사랑입니다 법무법인 안심은 12명의 전문화된 변호사로 구성되어 이혼 가사 형사 민사 조세 지식재산권 부동산 행정 등 다양한 분야의 법률분쟁에 대해 전문적으로 다루고 있습니다. 상담부터 소송까지 전 과정을 사무장이 아닌 변호사가 직접 진행하는 것을 기본원칙으로 안심만의 전략적인 원스톱 법률 시스템을 적용하여 의뢰인의 승소 가능성을 높여주는데 의의를 두고 있습니다. 24시간 언제든지 안심의 담당변호사와 휴대폰으로 사건에 관한 의견을 교환하세요 법무법인 안심 무료 전화 상담 02 6959 4575 법무법인 안심 메인 블로그 . . 법무법인 안심 이혼 상간자소송 블로그 . . 3710 법무법인 안심 교통사고 블로그 . . 법무법인 안심 메인 홈페이지 . . 노원세모녀살인사건 김태현 스토킹사례 스토킹방지법 노원구살인사건 김태현사건 스토킹범죄 스토킹살인 스토킹처벌법 스토킹범죄의처벌등에관한법률속 궁금한 법률이야기를 보다 쉽고 재미있게 알려드리는 주변들 이에요 법무법인 안심의 송재성 조민근 대표변호사의 법률 및 소송에 관한 상식과 정보 주변에서 벌어지는 각종 사건 사고 이슈의 내용과 이에 대한 법률적 해석까지 모두 전달해드립니다 궁금한 점이 있다면 언제나 댓글주세요. 주접 떠는 변호사들이 직접 답변드릴게요 구독과 좋아요 알람설정은 사랑입니다 법무법인 안심은 12명의 전문화된 변호사로 구성되어 이혼 가사 형사 민사 조세 지식재산권 부동산 행정 등 다양한 분야의 법률분쟁에 대해 전문적으로 다루고 있습니다. 상담부터 소송까지 전 과정을 사무장이 아닌 변호사가 직접 진행하는 것을 기본원칙으로 안심만의 전략적인 원스톱 법률 시스템을 적용하여 의뢰인의 승소 가능성을 높여주는데 의의를 두고 있습니다. 24시간 언제든지 안심의 담당변호사와 휴대폰으로 사건에 관한 의견을 교환하세요 법무법인 안심 무료 전화 상담 02 6959 4575 법무법인 안심 메인 블로그 . . 법무법인 안심 이혼 상간자소송 블로그 . . 3710 법무법인 안심 교통사고 블로그 . . 법무법인 안심 메인 홈페이지 . . 노원세모녀살인사건 김태현 스토킹사례 스토킹방지법 노원구살인사건 김태현사건 스토킹범죄 스토킹살인 스토킹처벌법 스토킹범죄의처벌등에관한법률 스토킹살인사건 조혜연기사 스토킹방지법통과 스토킹대처방법 김태현살인 살인죄 살인사건 살인형량 경합범 법무법인안심 송재성변호사 조민근변호사 변호사유튜브 변호사리액션 사건사고 이슈 형사전문변호사 스토킹피해 김태현변호사 스토킹변호사
15,2021-04-20,UCn8WFi6pE4cJZP8MiUNGFxg,KTV 사랑아닌 범죄 스토킹 처벌법 [클릭K],최근 서울의 한 아파트에서 20대 남성이 세 모녀를 살해한 사건이 있었죠. 스토킹이 살인으로까지 이어진 경우였는데요 이에 스토킹 범죄에 대해 처벌을 강화해야 한다는 목소리가 커지고 있습니다. 그래서 준비한 오늘의 주제 만나보시죠 스토킹 스토킹처벌법 라이브
14,2021-04-27,UCblB86SI93UerFKcFfTlvaA,"노원구 세모녀 살인사건, 스토킹 처벌법 전격해부",최근 노원구에서 발생한 세모녀 살인사건이 큰 이슈가 되고 있습니다. 현행법상 스토킹이 어떻게 처벌되는지 개정법에 의하면 처벌수위가 어떻게 변경되는지 알아보겠습니다. 법무법인 리앤파트너스에서는 시청자분들이 궁금해하시는 법률 사항에 대해 변호사가 직접 간략하게 답변해드리고 있습니다. 법무법인 리앤파트너스 이승재 변호사 법무법인 리앤파트너스 대표 변호사 엄민지 변호사 법무법인 리앤파트너스 변호사 공식 홈페이지 . . 네이버 블로그 . . 2330 네이버 카페 . . 다음 카페 . . 인스타그램 . . ...
13,2021-05-05,UC78PMQprrZTbU0IlMDsYZPw,22년 만에 국회 통과된 '스토킹 처벌법'이 갖는 의미와 우려되는 점,알쓸범잡 알아두면 쓸데있는 범죄 잡학사전 사건사고 알쓸범잡 .5 윤종신 범죄심리학자 박지선 법학박사 정재민 과학박사 김상욱 영화박사 장항준 매주 일 밤 10시 50분 방송
12,2021-05-14,UCwv-UfcqPB-Fa8SOBhYYmIQ,"[의정 언박싱] 스토킹 범죄, 처벌만이 능사인가?",경기도 내 핫 이슈를 활짝 열어놓고... 도민들의 의견 그리고 의회의 해법을 들어보는 시간
10,2021-06-09,UCL-WOj1FxKR8Hlzg5tvnWKg,알면 당신도 법테랑-23회 “우리도 널 지켜보고 있다! ”-폭력!스토킹처벌法-,스토킹 행위에 대한 피해자 응급조치 가능 스토킹 범죄 전담검사 전담 사법경찰관 지정 스토킹은 최대 5년형에 처해지는 범죄다. 궁금할 법도 하지 남은 음식 재활용해도 정당
9,2021-06-28,UCsU-I-vHLiaMfV_ceaYz5rQ,출소 후 다시 피해자 찾아가…수차례 처벌에도 집요한 '스토킹' / JTBC 사건반장,여성을 수년 동안 스토킹한 혐의로 처벌을 받고도 범행을 멈추지 않은 40대 남성이 징역형을 선고받았습니다. 사건반장 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . 1 04 2 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . 1 방송사 . .
8,2021-07-06,UCN3TEUj3cfKH1LgO1_75z2w,스토킹 처벌법 가볍게 볼 수 있는 범행이 아니므로 강력 대응이 필수!,전 국민 누구나 이용할 수 있는 무료법률상담센터 법무법인 이현입니다. 언제나 진심어린 마음으로 현명한 판단과 조언을 드리겠습니다. 전국 전 지역 무료법률상담 1566 8858 1544 9981 광고책임변호사 법무법인 이현 대표변호사 이환권 책임변호사 임동권 무료법률상담 절차 관련 포스팅 . . 0409 222394... 법무법인 유 이현 공식 홈페이지 . . . . 스토킹처벌법 스토킹처벌 협박죄
7,2021-07-13,UCfq4V1DAuaojnr2ryvWNysw,[다시 간다]시행 앞둔 스토킹 처벌법 ‘빈틈’이 두려운 사람들 | 뉴스A,다시 간다 시행 앞둔 스토킹 처벌법 빈틈 이 두려운 사람들 단란했던 세 모녀의 큰 딸을 스토킹하다 일가족을 살해한 김태현은 스토킹 처벌법 적용을 받지 않았습니다. 지난 3월 국회 문턱은 넘었지만 올해 10월은 되어야 시행되기 때문입니다. 그 사이에도 몇달 사이 수천 건의 스토킹 신고가 접수되고 있습니다. 피해자들을 보호할 실질적인 대응책이 필요해보입니다. 다시간다 우현기 기자입니다. 기사 보기 . . ... 채널 뉴스 구독 . . ... 채널 뉴스 시사 프로그램 방송시간 평일 08시 50분 김진의 돌직구 쇼 12시 00분 뉴스 라이브 17시 20분 뉴스 10 19시 00분 뉴스 주말 12시 10분 토요랭킹쇼 뉴스 라이브 19시 00분 뉴스 채널 뉴스 뉴스 다시간다 스토킹처벌법 홈페이지 . . ... 페이스북 . . 카카오스토리 . .
6,2021-07-14,UCwRljhjVWtLqAKbsWGPU_OA,"[양담소]""스토킹범죄 처벌 앞으로 어떻게 달라질까?"" 7.15(목)/ YTN 라디오",양담소 스토킹범죄 처벌 앞으로 어떻게 달라질까 7.15 목 양소영 변호사의 상담소 다시듣기 . . . ...
5,2021-08-16,UCTHCOPwqNfZ0uiKOvFyhGwg,"""제2의 김태현 막는다""…시행 앞둔 '스토킹 처벌법' / 연합뉴스TV (YonhapnewsTV)",제2의 김태현 막는다 시행 앞둔 스토킹 처벌법 앵커 올해 초 발생한 노원구 세 모녀 살인사건 처럼 스토킹 범죄는 강력범죄로 이어지는 경우가 많습니다. 이를 근절하기 위한 스토킹 처벌법 이 오는 10월부터 시행되는데요. 스토킹만으로도 징역형이 가능해지는 등 처벌 수위가 한층 더 높아집니다. 곽준영 기자입니다. 기자 온라인 게임을 통해 알게 된 여성과 일가족 2명을 무참히 살해한 김태현. 잔혹한 범죄의 시작은 스토킹이었습니다. 김태현 세 모녀 살해 피의자 살아있다는 것도 정말 제 자신이 뻔뻔하게 생각이 들고 유가족분들 저로 인해 피해를 입은 모든 분들께 정말 사죄 제2의 김태현을 막기 위한 스토킹 처벌법이 오는 10월 21월부터 시행됩니다. 벌금 10만 원에 그쳤던 처벌 수위를 3년 이하 징역 또는 3천만원 이하 벌금형으로 강화하는 게 골자입니다. 흉기까지 소지한 채 스토킹 범죄를 저지르면 5년 이하 징역 또는 5천만원 이하 벌금에 처해집니다. 스토킹 행위에 대한 신고가 들어온 경우 경찰이 100 이내 접근 금지 등 긴급조치도 할 수 있게 됩니다. 스토킹 처벌법 이전에는 가해자를 형사 처벌할 근거가 없어 지속적 괴롭힘 이라는 경범죄로 처벌할 수밖에 없었습니다. 승재현 형사정책연구원 연구위원 스토킹 행위를 단순히 사랑의 관계에서 나타나는 현상으로 치부했지만 지금은 명백하게 범죄가 된다는 인식 변환이 일어났다 법 시행 이전까지 처벌 공백을 최소화하기 위해 경찰은 현재 스토킹 집중 수사기간을 운영 중입니다. 신고 대상자는 여죄까지 철저히 확인하고 경범죄도 적극 처벌하는 등 모든 스토킹 관련 범죄 행위에 대해 강력 대응한다는 방침입니다. 연합뉴스 곽준영입니다. . . 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
4,2021-08-17,UCWwyI-ebkX-H16Avpshfi_Q,릴카 스토킹 사건 / 스토킹 처벌법으로 처벌 가능할까?,안녕하세요 드디어 스토킹 행위를 처벌할 수 있는 법률이 만들어졌습니다 이전까지 과태료 부과로 끝났던 이 스토킹 범죄가 정식으로 범죄행위로 보고 처벌이 가능해진 것인데요. 성범죄 살인 등과 같은 중대한 범죄로 발전될 가능성이 높을 뿐더러 피해자들로 하여금 끔찍한 불안감과 트라우마를 겪게하는 스토킹범죄 최근 100만 유튜버인 릴카님도 이 부분에 대해서 고통을 호소하였는데요. 하루 빨리 이 범죄로부터 벗어나길 바라며 릴카님의 사례를 통해 스토킹 처벌법에 대해 알아보도록 하겠습니다. 릴카 스토킹 스토킹처벌법 본격 슬기로운법률생활 당신의 변호사 유어로이어 문의 .
3,2021-08-17,UC2VDsgZ343N9hKnEXQWKnag,[실제상황 CCTV] 유명 정신과 의사가 혼자 있을 때 병원에 몰래 침입한 스토커 | 스토킹 처벌은?,일상과 멀리 떨어져 있다고 느꼈던 법률 알고 보면 우리 생활의 많은 부분들이 법과 함께 하고 있습니다. 친구같은 변호사들이 들려주는 쉽고 재미있는 법률 이야기. 걱정 없고 평안한 사회를 위해 노력합니다. 로이어프렌즈 구독은 무죄입니다
2,2021-09-06,UCchCbWi1Mvibb6ddcZrrOHQ,"원희룡 ""성범죄와 전쟁, 피해자 고소 없이 스토킹 처벌""",원희룡 전 제주도지사가 7일 국회 소통관에서 열린 기자회견에서 여성안전 공약에 관련해 발언하고 있다. 2021.09.07 일요서울 김정오 기자
1,2021-09-09,UCzyOkrzQCGFSTo0JPeHujiA,"[법이왜이래? 4편] '스토킹 범죄!' 피해자가 신고해도, 경찰이 처벌 못하는 이유? (Feat. 김경수 변호사)",스토킹 데이트폭력 피해자 모든 국민은 법 앞에 평등하다 누구든지 성별 종교 또는 사회적 신분에 의하여 정치적 경제적 문화적 생활에 있어서 차별을 받지 아니한다 헌법 제11조 법이란 것이 과연 만인한테 평등할까 라는 의문을 갖고 기획 제작하기 시작한 법이 왜 이래 같은 법이라도 누구한테 적용하느냐에 따라 천차만별 인 법들이 너무 많다 권력있고 돈 많고 빽이 든든한 사람을 지켜주는 법이 아니라 권력 없어도 돈 없어도 빽 없어도 누구나 차별을 받지 않는 사회가 되기를 바라는 마음이다 이에 정의롭고 능력있고 객관적인 변호사들과 함께 사람을 배우는 방송 권 가 힘을 합쳐서 법이 왜 이래 취지에 맞는 콘텐츠를 제작해보고자 한다 많은 성원과 관심 부탁드립니다 이혼사건 형사사건 가사사건 다양한사건 사건 범죄 피해자 피의자 이혼부부 이혼절차 의뢰인 당사자 양육권 친권 양육비 위자료 재산분할 법원 재판상이혼 협의이혼 합의이혼 전자소송 전자소송사이트 변론기일 조정기일 변호사사무실 이혼전문변호사 변호사선임비용 소송비용 양육권소송 이혼양육권 독박육아 이혼사유 자녀 미성년자 모성보호 모성 배드파더 배드마더 이혼후 양육비 고통 직접지급명령 채권압류 월급압류 이행명령 감치 과태료 유치장 교도소 구치소 강제집행절차 형사처벌 아동학대 양육비법안 운전면허정지 명단공개 출국금지 가정법률상담소 100변호사단 국선변호사 사선변호사 스토킹 데이트폭력 범죄 위협 이별통보 교제 연인 애인 자해 협박 공갈 살해 살인 보복성 보복범죄 경찰 경찰신고 경찰대응 범죄예방 사건사고 현장범죄 입법절차 신고 고소 주거침입 전과 기소유예 벌금 교도소 구속 실형 경범죄 처벌미약 구류조치 구류 징역형 금고형 처벌 형사처벌 전조증상 정통망법 정보통신망법 특별법 스토킹처벌법 국회 법이 왜 이래 이혼사건 형사사건 가사사건 재산분할 등 억울한 사연 보내주세요 법률사무소빛 대표변호사 형사전문변호사 가사전문변호사 김경수변호사 사람을배우는방송 퍼펙트미디어 제작 유튜브방송 구독 좋아요 알람설정
0,2021-09-23,UCblB86SI93UerFKcFfTlvaA,"스토킹 처벌수위와 신고 방법, 스토킹처벌법 주요 내용 정리",스토킹처벌법이 10월 시행을 앞두고 있습니다. 스토킹의 법적인 정의는 무엇인지 알아보고 이전과 달리 처벌 수위가 구체적으로 어떻게 달라졌는지 살펴보도록 하겠습니다. 법무법인 리앤파트너스에서는 시청자분들이 궁금해하시는 법률 사항에 대해 변호사가 직접 간략하게 답변해드리고 있습니다. 법무법인 리앤파트너스 이승재 변호사 법무법인 리앤파트너스 대표 변호사 이수정 변호사 법무법인 리앤파트너스 변호사 공식 홈페이지 . . 네이버 블로그 . . 2330 네이버 카페 . . 다음 카페 . . 인스타그램 . . ...
360,2021-10-05,UCsU-I-vHLiaMfV_ceaYz5rQ,"잇단 스토킹 범죄, 살해·자살까지…시행 앞둔 '처벌법' 내용은 / JTBC 사건반장",스토킹을 이어가다 가족 등을 대상으로 범행을 저지른 사건이 처음이 아닌데요. 관련 처벌법이 10월 21일부터 본격 시행됩니다. 사건반장 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . 1 04 2 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . 1 방송사 . .
359,2021-10-12,UC7-PyZbi_QIthI3WFtopzLw,"강력해진 스토킹 처벌법, 일방적인 구애는 폭력입니다",강력해진 스토킹처벌법 일방적인 구애는 폭력입니다 강력 범죄로도 이어질 수 있는 스토킹 범죄 지금까지는 지속적 괴롭힘 으로 경범죄처벌법상 10만원 이하의 벌금이나 구류 또는 과료라는 솜방망이 처벌밖에 할 수 없었습니다. 하지만 올해 스토킹처벌법이 제정됨에 따라 3년 이하 징역 또는 3천만원 이하 벌금까지 처벌이 가능하게 되었습니다 또한 경찰이 현장에서 피해자에게 즉시 도움을 줄 수 있는 긴급조치의 근거가 마련되었습니다 스토킹 사랑이 아닌 폭력입니다 스토킹 범죄 대한민국 경찰이 함께하겠습니다 스토킹처벌법 10월21일시행 스토킹 사랑이아닌폭력입니다 대한민국경찰청 공식 유튜브 구독 좋아요 알림 잊지말고 많이 많이 눌러주시면 사랑합니다 대한민국 경찰청 11. 8
358,2021-10-13,UC0sfSZeoSUeWxys7OKkTelQ,"[아닌밤중에주진우] 그건 사랑이 아니야, 범죄야! 스토킹 범죄 처벌 (with. 곽블리)",95.1 아닌 밤중에 주진우입니다 방송 다시듣기 . . 1773615 매주 평일 20 00 21 00 유튜브 보이는 라디오로 함께하세요 아닌밤중에주진우입니다 주진우 홈페이지 . . 페이스북 . 블로그 . . 인스타그램 . 카카오스토리 . . 트위터 .
357,2021-10-15,UC7-PyZbi_QIthI3WFtopzLw,10월 21일 스토킹 처벌법 시행! 타인에게 불안과 공포심을 유발하는 행위는 범죄입니다.,2021년 10월 21일부터 시행되는 스토킹 처벌법 상대방의 의사에 반하여 정당한 이유없이 상대방에게 불안감 또는 공포심을 일으키는 스토킹 행위 나아가 지속적 반복적이라면 스토킹 범죄 입니다. 스토킹 3년 이하의 징역 또는 3천만원 이하의 벌금에 해당하는 중대한 범죄입니다 스토킹처벌법시행 스토킹처벌법 강원경찰 대한민국경찰청 공식 유튜브 구독 좋아요 알림 잊지말고 많이 많이 눌러주시면 사랑합니다 대한민국 경찰청 11. 8
